ECRY2_DN0_c0_g12446_i1.p1	GO:0017018, GO:0006470, GO:0005634
ECRY2_DN0_c0_g11584_i1.p1	GO:0045944, GO:0000785, GO:0000978, GO:0046872, GO:0001228, GO:0005634
ECRY2_DN0_c0_g3746_i1.p1	GO:0005576, GO:0016323, GO:0070062, GO:0042744, GO:0005737, GO:0001580, GO:0020037, GO:0006979, GO:0042742, GO:0018969, GO:0046872, GO:0036393, GO:0098869, GO:0005615
ECRY2_DN0_c0_g175_i1.p1	GO:0007165, GO:0008017, GO:0043015, GO:0042802, GO:0005737, GO:0005874, GO:0005813, GO:0005856
ECRY2_DN0_c0_g1505_i1.p1	GO:0016491, GO:0005739, GO:0007005, GO:0005759
ECRY2_DN0_c0_g16053_i1.p1	GO:0005739, GO:0036132, GO:0006693, GO:0045599, GO:0047522, GO:0008270, GO:0005777
ECRY2_DN0_c0_g7126_i1.p1	GO:0045892, GO:0045944, GO:0005515, GO:0000978, GO:0140655, GO:0001228, GO:0008270, GO:0005634
ECRY2_DN0_c0_g2554_i1.p1	GO:0004842, GO:0043687, GO:0005524, GO:0005515, GO:0005829, GO:0016567, GO:0043525, GO:0019788, GO:0005634, GO:0045116, GO:0005654
ECRY2_DN0_c0_g8542_i1.p1	GO:0030539, GO:0005886, GO:0007517, GO:0005154, GO:0002119, GO:0016477, GO:0040028, GO:0031344
ECRY2_DN0_c0_g6018_i1.p1	GO:0005739, GO:0006278, GO:0090305, GO:0003964, GO:0004519
ECRY2_DN0_c0_g2199_i1.p1	GO:0005886, GO:0034219, GO:0016021, GO:0051119, GO:0015574, GO:0015771
ECRY2_DN0_c0_g6098_i1.p1	GO:0005516, GO:1903215, GO:0005737, GO:0090258
ECRY2_DN0_c0_g6627_i1.p1	GO:0045944, GO:0003690, GO:0005634
ECRY2_DN0_c0_g1039_i1.p1	GO:0003677, GO:0005576, GO:0002283, GO:0005635, GO:0090305, GO:0000737, GO:0005634, GO:0070948, GO:0003779, GO:0004530, GO:0002673, GO:0006915, GO:0042588
ECRY2_DN0_c0_g16181_i1.p1	GO:0042025, GO:0005515, GO:0006355, GO:0044204
ECRY2_DN0_c0_g11207_i1.p1	GO:0045892, GO:0042393, GO:0003682, GO:0005634
ECRY2_DN0_c0_g9322_i1.p1	GO:0040018, GO:0009792, GO:0005506, GO:0005783, GO:0004656, GO:0010172, GO:0018401, GO:0005788, GO:0031418, GO:0042338
ECRY2_DN0_c0_g15264_i1.p1	GO:0005794, GO:0016020, GO:0016021, GO:0008324, GO:0098655, GO:0006829
ECRY2_DN0_c0_g4309_i1.p1	GO:0005921, GO:0006811, GO:0005886, GO:0005243, GO:0110039, GO:0016021, GO:0055085, GO:0055077
ECRY2_DN0_c0_g14463_i1.p1	GO:0043123, GO:0048255, GO:0097400, GO:0005829, GO:0005813, GO:0005164, GO:0033209, GO:0042802, GO:0005737, GO:0008270, GO:0006915, GO:0023019, GO:0031996, GO:0042981, GO:0009898, GO:0008284, GO:0031625, GO:0046330, GO:0035631, GO:0051092, GO:0070534
ECRY2_DN0_c0_g15356_i1.p1	GO:0030154, GO:0005515, GO:0005912, GO:0000132, GO:0016324, GO:0008356, GO:0007506, GO:0016021, GO:0043296, GO:0043186, GO:0051660, GO:0045178, GO:0045179, GO:0061802, GO:0030010, GO:0007049, GO:0045197, GO:0008104, GO:0007369, GO:0045177, GO:0007338, GO:0007155, GO:0008406, GO:0009949, GO:0035091
ECRY2_DN0_c0_g741_i1.p1	GO:0002218, GO:0035198, GO:0001825, GO:0016363, GO:0005737, GO:0003170, GO:0042802, GO:0045087, GO:0003281, GO:0008270, GO:0005634, GO:0010608
ECRY2_DN0_c0_g12431_i1.p1	GO:0043542, GO:0005576, GO:0045446, GO:0005509, GO:0008201, GO:0043066, GO:0030510
ECRY2_DN0_c0_g15320_i1.p1	GO:0046716, GO:0000900, GO:0070050, GO:0005515, GO:0005829, GO:0017148, GO:0010506
ECRY2_DN0_c0_g14824_i1.p1	GO:0005576, GO:0010628, GO:0019864, GO:0042802, GO:0070233, GO:0001580, GO:0005634, GO:0002682, GO:0006508, GO:0004190, GO:0005615
ECRY2_DN0_c0_g15941_i1.p1	GO:0140289, GO:0019899, GO:0060336, GO:0005886, GO:0045892, GO:0003714, GO:0010629, GO:1902216, GO:0042532, GO:1990404, GO:0005829, GO:0005737, GO:0070212, GO:0045087, GO:0003950, GO:0005634, GO:0042531
ECRY2_DN0_c0_g15892_i1.p1	GO:0005739, GO:0005840, GO:0019843, GO:0003729, GO:0003735, GO:0032543, GO:0000028, GO:0005763
ECRY2_DN0_c0_g7609_i1.p1	GO:0005515, GO:0005737, GO:0005829, GO:0006974, GO:0034451, GO:1905515, GO:0042995, GO:0005856, GO:0031122, GO:0005813, GO:0005654
ECRY2_DN0_c0_g834_i1.p1	GO:0043231, GO:0005506, GO:0008392, GO:0005737, GO:0016712, GO:0020037, GO:0008395, GO:0019373, GO:0006805
ECRY2_DN0_c0_g3126_i1.p1	GO:0005887, GO:0008559, GO:0005886, GO:0071716, GO:0008514, GO:0005524, GO:0015721, GO:0015431, GO:0055085, GO:0016324, GO:0042908
ECRY2_DN0_c0_g13768_i1.p1	GO:0016055, GO:0003979, GO:0015014, GO:0051287, GO:0005829, GO:0030206, GO:0008543, GO:0005634, GO:0007367, GO:0007427, GO:0007509, GO:0006065
ECRY2_DN0_c0_g15813_i1.p1	GO:0004674, GO:0005524, GO:0005737, GO:0106310, GO:0006468, GO:0005634, GO:0004712
ECRY2_DN0_c0_g9819_i1.p1	GO:0045851, GO:0016887, GO:0005515, GO:0030955, GO:0016324, GO:0009410, GO:1990573, GO:0006883, GO:0005524, GO:0005391, GO:0016021, GO:0005886, GO:0008900, GO:0010155, GO:1902600, GO:0036376, GO:0000287, GO:0010248, GO:0030007
ECRY2_DN0_c0_g3842_i1.p1	GO:0006979, GO:0046872, GO:0000981, GO:0000977, GO:0005634, GO:0006357
ECRY2_DN0_c0_g12662_i1.p1	GO:0046872, GO:0000977, GO:0000981, GO:0005634, GO:0006357
ECRY2_DN0_c0_g13636_i1.p1	GO:0035075, GO:0045892, GO:0000785, GO:0005515, GO:0000978, GO:0043035, GO:0005700, GO:1990188, GO:0046872, GO:0005634, GO:0003700, GO:0006357, GO:0033696, GO:1905632
ECRY2_DN0_c0_g15820_i1.p1	GO:0005576, GO:0030198, GO:0043589, GO:0010952, GO:0048513, GO:0016504, GO:0005509, GO:0090497, GO:0035122
ECRY2_DN0_c0_g5171_i1.p1	GO:0071320, GO:0005886, GO:0032486, GO:0005737, GO:0005829, GO:0019003, GO:0003924, GO:0005525, GO:2000301
ECRY2_DN0_c0_g1271_i1.p1	GO:0045040, GO:0044177, GO:0005515, GO:0030430, GO:0070096, GO:0019033, GO:0030150
ECRY2_DN0_c0_g7474_i1.p1	GO:0045944, GO:0030522, GO:0030154, GO:0000978, GO:0000122, GO:0004879, GO:0042632, GO:0008270, GO:0005634
ECRY2_DN0_c0_g6173_i1.p1	GO:0005794, GO:0000139, GO:0006612, GO:0005789, GO:0018230, GO:0016021, GO:0005783, GO:0019706
ECRY2_DN0_c0_g7538_i1.p1	GO:0005794, GO:0042403, GO:0000139, GO:0002121, GO:0005975, GO:0016021, GO:0003829, GO:0016266, GO:0060993, GO:0048729, GO:0008109, GO:0048872
ECRY2_DN0_c0_g15986_i1.p1	GO:0005576, GO:0048047, GO:0045938, GO:0071855, GO:0007621, GO:0005184, GO:0007218, GO:0005615
ECRY2_DN0_c0_g15396_i1.p1	GO:0019904, GO:0004566, GO:0005615, GO:0005764, GO:0019391, GO:0030246, GO:0005102
ECRY2_DN0_c0_g15938_i1.p1	GO:0051017, GO:0030866, GO:0005737, GO:0019902, GO:0043327, GO:0006970, GO:0030010, GO:0005813, GO:0005856
ECRY2_DN0_c0_g6819_i1.p1	GO:0031160, GO:0030248, GO:0042244, GO:0030435, GO:0005515, GO:0090665, GO:0031153, GO:0003677
ECRY2_DN0_c0_g5203_i1.p1	GO:0030154, GO:0048471, GO:0005737, GO:0005829, GO:0043014, GO:0005634, GO:0005856, GO:0002177, GO:0007283, GO:0005654
ECRY2_DN0_c0_g12516_i1.p1	GO:0015012, GO:0015015, GO:0005794, GO:0007165, GO:0000139, GO:0016021, GO:0015014, GO:0004394, GO:0007424
ECRY2_DN0_c0_g3937_i1.p1	GO:0019073, GO:0005739, GO:0005515, GO:0019076
ECRY2_DN0_c0_g2348_i1.p1	GO:0051402, GO:0097194, GO:0007507, GO:0097200, GO:0008303, GO:0005515, GO:0072734, GO:0005829, GO:0005737, GO:0030163, GO:0043065, GO:0009411, GO:0005634, GO:0016485, GO:0004190
ECRY2_DN0_c0_g11917_i1.p1	GO:0019094, GO:0003729, GO:0051301, GO:0007317, GO:0070840, GO:0045450, GO:0005634, GO:0007015, GO:0008595, GO:0007049
ECRY2_DN0_c0_g13580_i1.p1	GO:0097361, GO:0016226, GO:0008198, GO:0051537, GO:0008270, GO:0001671
ECRY2_DN0_c0_g5839_i1.p1	GO:0005887, GO:0030594, GO:0007165, GO:0016020, GO:0050877, GO:0030421, GO:0004888, GO:0042391, GO:0010877, GO:0045202, GO:0034220, GO:0007268, GO:0043005, GO:0005230, GO:1904731, GO:0045989
ECRY2_DN0_c0_g4064_i1.p1	GO:0061057, GO:0005829, GO:0006511, GO:0045087, GO:0031398, GO:0005634, GO:0089720, GO:0061630, GO:0050829, GO:0048471, GO:0005737, GO:0008270, GO:0051726, GO:0006915, GO:0031625, GO:0043027, GO:0022416, GO:0043154, GO:0006964, GO:0070936, GO:0070534
ECRY2_DN0_c0_g15683_i1.p1	GO:0070544, GO:0045892, GO:0033169, GO:0140681, GO:0006338, GO:0046872, GO:0005634, GO:0140684
ECRY2_DN0_c0_g11507_i1.p1	GO:0005840, GO:0005739, GO:0006412, GO:0003735, GO:0005737, GO:0005763
ECRY2_DN0_c0_g4354_i1.p1	GO:0019538, GO:0000122, GO:0018991, GO:0002119, GO:0046872, GO:0000981, GO:0000977, GO:0005634, GO:0009792, GO:0040034
ECRY2_DN0_c0_g9791_i1.p1	GO:0071528, GO:0000049, GO:0005643, GO:0016363, GO:0005737, GO:0010014, GO:0009908, GO:0005049, GO:0005634, GO:0008033, GO:0031267
ECRY2_DN0_c0_g6391_i1.p1	GO:0031901, GO:0009395, GO:0005794, GO:0005635, GO:0048874, GO:0000139, GO:0005769, GO:0090336, GO:0016787, GO:0001659, GO:0005634, GO:0050729, GO:0070292, GO:0005654
ECRY2_DN0_c0_g11142_i1.p1	GO:0051301, GO:0031262, GO:0000776, GO:0005515, GO:0000775, GO:0005634, GO:0007059, GO:0005694, GO:0007049
ECRY2_DN0_c0_g286_i1.p1	GO:0005737, GO:0004745, GO:0062175
ECRY2_DN0_c0_g2114_i1.p1	GO:0097575, GO:0031012, GO:0005884, GO:0043327, GO:0042331, GO:0030036, GO:0070685, GO:0001891, GO:0030587, GO:0051591, GO:0061803, GO:0043052, GO:0051015, GO:0051764, GO:0005886, GO:0030864, GO:0016477, GO:0061802, GO:0031272, GO:0031143, GO:0030032, GO:0006909, GO:0006972, GO:0031269, GO:0031252, GO:0015629
ECRY2_DN0_c0_g11525_i1.p1	GO:0035277, GO:0005634, GO:0072091, GO:0060070, GO:0007435, GO:1990907, GO:0090254, GO:0007500, GO:0007476, GO:0009880, GO:0001222, GO:0019900, GO:0007507, GO:0035293, GO:0045892, GO:0000978, GO:0007367, GO:0010628, GO:0045944, GO:0001228, GO:0048546
ECRY2_DN0_c0_g15954_i1.p1	GO:0044613, GO:0005640, GO:0006606, GO:0005829, GO:0051028, GO:1904046, GO:0005634, GO:0005643, GO:0005654, GO:0070062, GO:0042802, GO:0005737, GO:0005637, GO:0017056, GO:0042307, GO:0061608, GO:0090204, GO:0006611, GO:0031267
ECRY2_DN0_c0_g306_i1.p1	GO:0016084, GO:0005576, GO:0005184, GO:0007218, GO:0005615
ECRY2_DN0_c0_g6956_i1.p1	GO:0017025, GO:0006352, GO:0034599, GO:0006359, GO:0001006, GO:0097550, GO:0046872, GO:0005634, GO:0000126, GO:0070897
ECRY2_DN0_c0_g3789_i1.p1	GO:0017053, GO:0051301, GO:0003714, GO:0031571, GO:1900087, GO:0005737, GO:0000122, GO:0010971, GO:0000307, GO:0016538, GO:0005634, GO:0000082, GO:0070141, GO:0045737, GO:0007049
ECRY2_DN0_c0_g2120_i1.p1	GO:0005739, GO:0000139, GO:0006888, GO:0006886, GO:0019905
ECRY2_DN0_c0_g8144_i1.p1	GO:0072156, GO:0070294, GO:0050801, GO:0005737, GO:0031463, GO:0005829, GO:0006511, GO:0003779, GO:0070936, GO:0005856
ECRY2_DN0_c0_g10367_i1.p1	GO:0003755, GO:0016018, GO:0000413, GO:0005737, GO:0006457, GO:0005634
ECRY2_DN0_c0_g15591_i1.p1	GO:0035098, GO:0010629, GO:0016571, GO:0005515, GO:0000122, GO:0000786, GO:0005634, GO:0031491
ECRY2_DN0_c0_g14815_i1.p1	GO:0005634, GO:0004843, GO:0043130, GO:0071108
ECRY2_DN0_c0_g4931_i1.p1	GO:0005886, GO:0009968, GO:0003924, GO:0007186
ECRY2_DN0_c0_g4145_i1.p1	GO:0034647, GO:0005506, GO:0016020, GO:0098671, GO:0039573, GO:0016021, GO:0055036, GO:0030683, GO:0140680, GO:0046718
ECRY2_DN0_c0_g16113_i1.p1	GO:0036373, GO:0005829, GO:0036065, GO:0042806, GO:0006004
ECRY2_DN0_c0_g9780_i1.p1	GO:0006883, GO:0005886, GO:0001671, GO:0016021, GO:0030007, GO:0036376, GO:0005890, GO:1990573
ECRY2_DN0_c0_g8089_i1.p1	GO:0007269, GO:0045956, GO:0030659, GO:0035249, GO:0016079, GO:0015031, GO:0045202, GO:0008021, GO:0008289, GO:0005509, GO:1990504
ECRY2_DN0_c0_g8087_i1.p1	GO:0005886, GO:0005515, GO:0005737, GO:0009925, GO:0048598, GO:0030056, GO:0031581, GO:0016324, GO:0005856
ECRY2_DN0_c0_g11189_i1.p1	GO:0046961, GO:0009792, GO:0040011, GO:0007035, GO:0001956, GO:0016021, GO:0040013, GO:0002119, GO:0016471, GO:0005886, GO:0051117, GO:1902600, GO:0000220, GO:0050830, GO:0007271, GO:0001666, GO:0043068, GO:0015986, GO:0045202
ECRY2_DN0_c0_g13338_i1.p1	GO:0006605, GO:0071346, GO:0050821, GO:1902808, GO:0070062, GO:0010838, GO:0061178, GO:0005737, GO:0008286, GO:0010827, GO:0045335, GO:0019905, GO:0006974
ECRY2_DN0_c0_g4852_i1.p1	GO:0005789, GO:0016021, GO:0005783, GO:0005737, GO:0046872, GO:0010506, GO:0005741, GO:0051537
ECRY2_DN0_c0_g15775_i1.p1	GO:0010629, GO:0030154, GO:0043392, GO:0005829, GO:0005509, GO:0071277, GO:0005634, GO:0004175, GO:0005654, GO:0016235, GO:1901223, GO:0042802, GO:0005737, GO:0005544, GO:0043122, GO:0045666, GO:0005886, GO:1990138, GO:0031965, GO:0051897, GO:0006508, GO:0051059, GO:0001786, GO:1903265
ECRY2_DN0_c0_g6889_i1.p1	GO:0007527, GO:0035183, GO:0030154, GO:0045214, GO:0005884, GO:0061572, GO:0007098, GO:0048135, GO:0007282, GO:0000212, GO:0014069, GO:0098793, GO:0005737, GO:0045172, GO:0051015, GO:0030723, GO:0048477, GO:0008302, GO:0005886, GO:0098794, GO:0045170, GO:0072499, GO:0005856, GO:0045169, GO:0030724, GO:0007294, GO:0016328
ECRY2_DN0_c0_g11821_i1.p1	GO:0051321, GO:0030435, GO:0005737, GO:0005829, GO:0005634, GO:0003723
ECRY2_DN0_c0_g10578_i1.p1	GO:0070530, GO:0005886, GO:0070062, GO:0043123, GO:0010507, GO:0005829, GO:0043130, GO:0010008, GO:0008270
ECRY2_DN0_c0_g3614_i1.p1	GO:0003729, GO:0010629, GO:0005737, GO:0010494, GO:0046872, GO:0035551, GO:0022626, GO:0070006
ECRY2_DN0_c0_g1656_i1.p1	GO:0015940, GO:0009083, GO:0005947, GO:0008677, GO:0016624
ECRY2_DN0_c0_g2065_i1.p1	GO:0046982, GO:0006260, GO:0031490, GO:0008622, GO:0031507, GO:0006272, GO:0005634, GO:0008623, GO:0006974
ECRY2_DN0_c0_g3912_i1.p1	GO:0004806, GO:0005886, GO:0016021, GO:0004623, GO:0006629, GO:0102545, GO:0016324, GO:0004622
ECRY2_DN0_c0_g12288_i1.p1	GO:0005576, GO:0008138, GO:0051321, GO:0004725, GO:0017018, GO:0005515
ECRY2_DN0_c0_g4432_i1.p1	GO:0043231, GO:0007091, GO:0072686, GO:0000922, GO:0005829, GO:0022027, GO:0005813, GO:0007052, GO:0051301, GO:0030097, GO:0005737, GO:0034451, GO:0042994, GO:0022008, GO:0030953, GO:0021987, GO:0001666, GO:0005856, GO:0007049, GO:0019904, GO:0008283, GO:0060236
ECRY2_DN0_c0_g15353_i1.p1	GO:0005628, GO:0030863, GO:0050790, GO:0030234, GO:0005829, GO:0005509, GO:1990819, GO:0031097, GO:0005634, GO:1990830, GO:0043332, GO:0045160
ECRY2_DN0_c0_g14446_i1.p1	GO:0045182, GO:0007472, GO:0003729, GO:0005783, GO:1905538, GO:0005737, GO:0002192, GO:0008270, GO:0005634, GO:0003727, GO:2000767
ECRY2_DN0_c0_g5157_i1.p1	GO:0045944, GO:0000978, GO:0000122, GO:0000981, GO:0008270, GO:0005634
ECRY2_DN0_c0_g12495_i1.p1	GO:0005576, GO:0004930, GO:0030073, GO:0031210, GO:0007189, GO:0019222
ECRY2_DN0_c0_g8674_i1.p1	GO:0008353, GO:0016592, GO:0004693, GO:0051726, GO:0005524, GO:0106310, GO:0006468, GO:0005634, GO:0000082, GO:0004712
ECRY2_DN0_c0_g10647_i1.p1	GO:0005739, GO:0005758, GO:0015031, GO:0046872, GO:0005743
ECRY2_DN0_c0_g1786_i1.p1	GO:0003677, GO:0006357, GO:0000981, GO:0005634
ECRY2_DN0_c0_g12306_i1.p1	GO:0008380, GO:0080009, GO:0008017, GO:0042981, GO:0006397, GO:0005737, GO:0016607, GO:0036396, GO:0005634, GO:0005654, GO:0000381, GO:0007049
ECRY2_DN0_c0_g2522_i1.p1	GO:0010825, GO:0005815, GO:0046601, GO:0005814, GO:0005737, GO:0019894, GO:0019900, GO:0048133, GO:0005856
ECRY2_DN0_c0_g13675_i1.p1	GO:0055091, GO:0097035, GO:0005886, GO:0016021, GO:0102756, GO:0009922, GO:0007009, GO:0071709
ECRY2_DN0_c0_g7766_i1.p1	GO:0000049, GO:0002940, GO:0005829, GO:0005634, GO:0004809
ECRY2_DN0_c0_g2504_i1.p1	GO:0005789, GO:0016021, GO:0005783, GO:0006633, GO:0005777, GO:0005778, GO:0007031, GO:0008022
ECRY2_DN0_c0_g11927_i1.p1	GO:0016021, GO:0048471, GO:0042802, GO:0005737, GO:0005764, GO:0005765, GO:0001817
ECRY2_DN0_c0_g11_i1.p1	GO:0048477, GO:0051321, GO:0000165, GO:0007265, GO:0001708, GO:0000003, GO:0040025, GO:0005524, GO:0030154, GO:0004709, GO:0005737, GO:0106310, GO:0006468, GO:0002119, GO:0046872, GO:0050830, GO:0031267, GO:0004712
ECRY2_DN0_c0_g10890_i1.p1	GO:0005576, GO:0016020, GO:0016021, GO:0031012, GO:0007155, GO:0030246
ECRY2_DN0_c0_g11089_i1.p1	GO:0016021, GO:0005509, GO:0005886, GO:1905789
ECRY2_DN0_c0_g14779_i1.p1	GO:0019752, GO:0004459, GO:0005737
ECRY2_DN0_c0_g3065_i1.p1	GO:0005759, GO:0003676, GO:0102559, GO:0036009, GO:0018364
ECRY2_DN0_c0_g6223_i1.p1	GO:0030242, GO:0000423, GO:0016740, GO:0046872, GO:0005777
ECRY2_DN0_c0_g1707_i1.p1	GO:0005886, GO:0006278, GO:0090305, GO:0003964, GO:0046872, GO:0004519
ECRY2_DN0_c0_g3625_i1.p1	GO:0016021, GO:0047793, GO:0016020, GO:0070059
ECRY2_DN0_c0_g4937_i1.p1	GO:0009956, GO:0016020, GO:0010540, GO:0016021, GO:0009933, GO:0010305, GO:0009965, GO:0009734, GO:0009825, GO:0005525, GO:0016787
ECRY2_DN0_c0_g8422_i1.p1	GO:0005794, GO:0030317, GO:0045505, GO:0005737, GO:0036159, GO:0051087, GO:0005802, GO:0036158
ECRY2_DN0_c0_g9468_i1.p1	GO:0016020, GO:0006278, GO:0016021, GO:0090305, GO:0003964, GO:0046872, GO:0004519
ECRY2_DN0_c0_g8729_i1.p1	GO:0005739, GO:0005815, GO:0005759, GO:0004725, GO:0008138, GO:0005737, GO:0006470, GO:0005634, GO:0005856
ECRY2_DN0_c0_g9408_i1.p1	GO:0035970, GO:0000781, GO:0005912, GO:0005829, GO:0010288, GO:1901567, GO:0005634, GO:0042587, GO:0005730, GO:0005977, GO:0005981, GO:0005654, GO:0030324, GO:0000164, GO:0043204, GO:0008157, GO:0070062, GO:0051301, GO:0098793, GO:1904886, GO:0050790, GO:0098978, GO:0005737, GO:0032091, GO:0072357, GO:0043025, GO:0098609, GO:0048754, GO:0072542, GO:0005979, GO:0005886, GO:0090263, GO:0043153, GO:0046872, GO:0043197, GO:0032922, GO:0007049, GO:0017018, GO:0036496, GO:0098641, GO:2001241, GO:0043021, GO:0070262
ECRY2_DN0_c0_g677_i1.p1	GO:0004222, GO:0006508, GO:0008270, GO:0031012
ECRY2_DN0_c0_g1177_i1.p1	GO:0003729, GO:0005515, GO:0016607, GO:0071007, GO:1990403, GO:0005634, GO:0000398, GO:0005654
ECRY2_DN0_c0_g8261_i1.p1	GO:0005516, GO:1905949, GO:1901387, GO:0033192, GO:1900244, GO:0017018, GO:0098793, GO:0098978, GO:0006470, GO:0005737, GO:0005829, GO:1901386, GO:0007420, GO:0046872, GO:0033173, GO:1905665, GO:0070886, GO:0005955
ECRY2_DN0_c0_g5333_i1.p1	GO:2000370, GO:0005886, GO:0005524, GO:0018105, GO:0106310, GO:0004698, GO:0008270, GO:0035206, GO:0035556, GO:0004712
ECRY2_DN0_c0_g10268_i1.p1	GO:0005515, GO:0005764, GO:0031226, GO:0015031, GO:0042470, GO:0009986, GO:0005771, GO:0002092, GO:0097487, GO:0016021, GO:0035646, GO:1900746, GO:0005886, GO:0048757, GO:0007160, GO:0016477, GO:0005576, GO:0005765, GO:0044877, GO:2001046, GO:0032585
ECRY2_DN0_c0_g4867_i1.p1	GO:0007281, GO:0005886, GO:0016021, GO:0018996, GO:0005737, GO:0017151, GO:0016324, GO:0043186
ECRY2_DN0_c0_g13155_i1.p1	GO:0004715, GO:0030154, GO:0045087, GO:0005634, GO:0060070, GO:0004712, GO:0005102, GO:0007169, GO:0008013, GO:0005524, GO:0045604, GO:0032880, GO:0005737, GO:0051782, GO:0031234, GO:0098609, GO:0090090, GO:0010172, GO:0018108, GO:0005911, GO:0046777, GO:0005886, GO:0008284, GO:0046872
ECRY2_DN0_c0_g6501_i1.p1	GO:0004715, GO:0004674, GO:0007169, GO:0005524, GO:0030154, GO:0042059, GO:0031234, GO:0106310, GO:0045087, GO:0046872, GO:0040027, GO:0009792, GO:0018108, GO:0004712, GO:0005102
ECRY2_DN0_c0_g1289_i1.p1	GO:0016020, GO:0008344, GO:0010629, GO:0016021, GO:0031625, GO:0001306, GO:0036474, GO:0030968, GO:0055074
ECRY2_DN0_c0_g15686_i1.p1	GO:0030170, GO:0006564, GO:0004648, GO:0005737
ECRY2_DN0_c0_g5226_i1.p1	GO:0004715, GO:0005925, GO:0030154, GO:0009408, GO:0045087, GO:1903354, GO:0005102, GO:0035262, GO:0007169, GO:0008340, GO:0005524, GO:0031234, GO:0018108, GO:0008284, GO:0043197, GO:0060378, GO:0005856, GO:0071965, GO:0040014, GO:0051128, GO:0050920, GO:0007172
ECRY2_DN0_c0_g12386_i1.p1	GO:0005576, GO:0016020, GO:0005507, GO:0019430, GO:0004784, GO:0005615
ECRY2_DN0_c0_g13803_i1.p1	GO:1901799, GO:0043518, GO:1902916, GO:1905524, GO:0050821, GO:0005886, GO:1902166, GO:0051865, GO:0005829, GO:0043130, GO:0016740, GO:0008284, GO:0008270, GO:0005634
ECRY2_DN0_c0_g15633_i1.p1	GO:0010951, GO:0005576, GO:0004867
ECRY2_DN0_c0_g4750_i1.p1	GO:0006355, GO:0016580, GO:2000045, GO:0000785, GO:2000819, GO:2000781, GO:0030071, GO:0006338, GO:0005634, GO:0003677
ECRY2_DN0_c0_g5623_i1.p1	GO:0005921, GO:0006811, GO:0005886, GO:0005243, GO:0110039, GO:0016021, GO:0055085, GO:0055077
ECRY2_DN0_c0_g2001_i1.p1	GO:0044819, GO:0003729, GO:0001178, GO:0000791, GO:0005700, GO:0071011, GO:0031440, GO:0071013, GO:0005634, GO:0035062, GO:0000278, GO:0000381, GO:0000398, GO:0051607
ECRY2_DN0_c0_g12528_i1.p1	GO:0019094, GO:0003729, GO:0051301, GO:0007317, GO:0070840, GO:0045450, GO:0005634, GO:0007015, GO:0008595, GO:0007049
ECRY2_DN0_c0_g8726_i1.p1	GO:0006626, GO:0005739, GO:0045040, GO:0098779, GO:0005742, GO:0016021, GO:0005515, GO:0031647, GO:1903955, GO:0005741, GO:0008320, GO:0030150
ECRY2_DN0_c0_g2711_i1.p1	GO:0007099, GO:0051298, GO:0009792, GO:0005814, GO:0040025, GO:0019901, GO:0005737, GO:0005856, GO:0007098, GO:0071539, GO:0090222, GO:0090307, GO:0000242, GO:0005813, GO:0007049
ECRY2_DN0_c0_g3819_i1.p1	GO:0030424, GO:0016199, GO:0030036, GO:0005516, GO:0030506, GO:0008017, GO:0048666, GO:0007409, GO:0051015, GO:0042062, GO:0007274, GO:0005886, GO:0048790, GO:1903729, GO:0030864, GO:0007399, GO:0008091, GO:0045170, GO:0005546, GO:0050807, GO:0007026, GO:0072499, GO:0045169, GO:0051693, GO:0005200, GO:0016328, GO:0005938, GO:0071944, GO:0031594
ECRY2_DN0_c0_g11983_i1.p1	GO:0071407, GO:0000139, GO:0010629, GO:0005829, GO:0005634, GO:0008584, GO:0033327, GO:0030374, GO:0005737, GO:0030521, GO:0061136, GO:0030317, GO:0032275, GO:0005783, GO:0007289, GO:2000845, GO:0001675, GO:0007286, GO:0005794, GO:0050681, GO:0001819, GO:0045944, GO:0042742, GO:0043066, GO:0003677
ECRY2_DN0_c0_g2764_i1.p1	GO:0005886, GO:0005248, GO:0016021, GO:0005244, GO:0035725, GO:0034765, GO:0001518
ECRY2_DN0_c0_g557_i1.p1	GO:0005739, GO:0005758, GO:0006123, GO:0070469, GO:0009055, GO:0006122, GO:0020037, GO:0046872, GO:0043280
ECRY2_DN0_c0_g422_i1.p1	GO:0005576, GO:0032277, GO:0007218, GO:0005102
ECRY2_DN0_c0_g5581_i1.p1	GO:0043123, GO:0045787, GO:0034612, GO:0010508, GO:0044790, GO:0045444, GO:0005829, GO:0006511, GO:0045087, GO:0007014, GO:0005634, GO:0045732, GO:0048147, GO:0061564, GO:0061630, GO:1902230, GO:0042802, GO:0005737, GO:0043621, GO:0045893, GO:0043130, GO:0009411, GO:0051155, GO:0008270, GO:1903883, GO:0005863, GO:0003723, GO:0046716, GO:0045666, GO:0001894, GO:0030307, GO:0017022, GO:0045862, GO:0030957, GO:0032897, GO:0031369, GO:0003713, GO:1903886, GO:0030335, GO:0010994, GO:1903265, GO:0051092, GO:0050769, GO:0070936
ECRY2_DN0_c0_g14766_i1.p1	GO:0005385, GO:0005886, GO:0071577, GO:0016021, GO:0005774, GO:0000325
ECRY2_DN0_c0_g1097_i1.p1	GO:0005886, GO:0006814, GO:0016021, GO:0005515, GO:1904659, GO:0005412
ECRY2_DN0_c0_g7132_i1.p1	GO:0007608, GO:0050896, GO:0016020, GO:0016021, GO:0005549
