CCFQ1_DN4592_c0_g1_i2.p1	GO:0006749, GO:0005576, GO:0004364
CCFQ1_DN12789_c0_g1_i1.p1	GO:0002638, GO:0032922, GO:0046466, GO:0007339, GO:0006665, GO:0042329, GO:0001669, GO:0044297, GO:0005634, GO:0005576, GO:0001675, GO:0002199, GO:0004867, GO:0004252
CCFQ1_DN1834_c0_g1_i3.p1	GO:0045087, GO:0005764, GO:0005615, GO:0051603, GO:0004197
CCFQ1_DN28683_c0_g1_i1.p2	GO:0008527, GO:0050917, GO:0050912, GO:0004930, GO:0005886, GO:0005887, GO:0007186
CCFQ1_DN8149_c0_g1_i1.p1	GO:0043966, GO:0017196, GO:0004596, GO:0004402, GO:0000139, GO:0043967, GO:0007059, GO:0005737, GO:0006325
CCFQ1_DN8612_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0003677, GO:0042244, GO:0030435, GO:0005515, GO:0030248
CCFQ1_DN1882_c0_g1_i2.p1	GO:0005643, GO:0007281, GO:0050790, GO:0005634, GO:0016925, GO:0007419, GO:1900182, GO:0051292, GO:0046833, GO:0005096, GO:0035626, GO:0005642, GO:0010528, GO:0051028, GO:0005515, GO:0034587, GO:0010628, GO:0008284, GO:0046872, GO:0006607, GO:0019789, GO:0005737
CCFQ1_DN7338_c0_g1_i1.p2	GO:0000213, GO:0000775, GO:0003676, GO:0034090, GO:0005694, GO:0030437, GO:0071459, GO:0005634, GO:0000776, GO:0045144, GO:0000940, GO:0051301, GO:0051321, GO:0034087, GO:0034089, GO:0008608
CCFQ1_DN3849_c0_g1_i1.p1	GO:0030687, GO:0003743, GO:0000470, GO:0005730, GO:0042273, GO:0006412, GO:0042256, GO:0000460, GO:0005634, GO:0005829, GO:1902626, GO:0006413, GO:0042254, GO:0005737, GO:0043023, GO:0000054, GO:0043022
CCFQ1_DN12964_c0_g1_i2.p1	GO:0006508, GO:0046872, GO:0035609, GO:0005886, GO:0070062, GO:0016805, GO:0004181, GO:0005737
CCFQ1_DN27341_c0_g1_i1.p1	GO:0046872, GO:0004748, GO:0006919, GO:0005829, GO:0006260, GO:0005737, GO:0009263
CCFQ1_DN2026_c0_g1_i2.p1	GO:0016063, GO:0006013, GO:0016021, GO:0046872, GO:0004572, GO:0006486, GO:0006491, GO:0000139, GO:0005795, GO:0005783, GO:0005794, GO:0030246, GO:0006517, GO:0035010
CCFQ1_DN17904_c0_g1_i1.p1	GO:0005856, GO:0007010, GO:0005938, GO:0032154, GO:0005515
CCFQ1_DN14996_c0_g1_i4.p1	GO:0007399, GO:0008045, GO:0045087, GO:0008083, GO:0002225, GO:0031637, GO:0005615, GO:0005576, GO:0008592, GO:0005121, GO:0008063, GO:0021556, GO:0010941
CCFQ1_DN27576_c0_g1_i1.p2	GO:0004867, GO:0005576, GO:0010951
CCFQ1_DN5544_c0_g1_i1.p1	GO:0003743, GO:0071541, GO:0006412, GO:0003723, GO:0034399, GO:0001732, GO:0002183, GO:0005737, GO:0033290, GO:0071540, GO:0016282
CCFQ1_DN4978_c0_g1_i2.p1	GO:0006813, GO:0005739, GO:0036094
CCFQ1_DN1518_c0_g1_i2.p1	GO:0035329, GO:0030866, GO:0016055, GO:0005886, GO:0060026, GO:0099513, GO:0051649, GO:0030334, GO:0008360, GO:0016477, GO:0005515, GO:0035912, GO:0003365, GO:0035907, GO:0046847, GO:0001525, GO:0001935, GO:0055037, GO:0009880, GO:0005938, GO:0005923
CCFQ1_DN41958_c0_g1_i1.p1	GO:0008312, GO:0030942, GO:0005829, GO:0005737, GO:0006614, GO:0003924, GO:0006616, GO:0005525, GO:0005786
CCFQ1_DN38886_c0_g1_i1.p1	GO:0009279, GO:0016021, GO:0034605, GO:0016887, GO:0005524
CCFQ1_DN19371_c0_g1_i1.p1	GO:0046872, GO:0005634, GO:0003723, GO:0001756, GO:0005515
CCFQ1_DN20785_c0_g1_i1.p1	GO:0005509, GO:0007413, GO:0005576, GO:0070062, GO:0005515
CCFQ1_DN14318_c0_g1_i1.p1	GO:0120293, GO:0005737, GO:0043130, GO:0070286
CCFQ1_DN23869_c0_g1_i1.p1	GO:0030512, GO:0010314, GO:0060392, GO:0005886
CCFQ1_DN15680_c0_g1_i2.p1	GO:0005978, GO:0004857, GO:0045818, GO:0005737, GO:0043086
CCFQ1_DN5588_c0_g1_i2.p1	GO:0008061, GO:0000281, GO:0016020, GO:0031225, GO:0007049, GO:0051301, GO:0005576, GO:0009792, GO:0032465, GO:0030703
CCFQ1_DN30150_c0_g1_i1.p1	GO:0055085, GO:0022857, GO:0005886, GO:0016021
CCFQ1_DN2012_c0_g1_i8.p1	GO:0090502, GO:1990604, GO:0006397, GO:0005524, GO:0006468, GO:0051082, GO:0004521, GO:0005783, GO:0036498, GO:0004674
CCFQ1_DN43882_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0003677, GO:0031505, GO:0015909
CCFQ1_DN9806_c0_g1_i1.p1	GO:0033563, GO:0046872, GO:0005634, GO:0040011
CCFQ1_DN8454_c0_g1_i1.p1	GO:0071805, GO:0016021, GO:0034765, GO:0005886, GO:0031625, GO:0005249
CCFQ1_DN16678_c0_g1_i1.p1	GO:0050290, GO:0042383, GO:0016021, GO:0005789, GO:0004767, GO:0046872, GO:0005634, GO:0046513, GO:0006685, GO:0000139, GO:0046475, GO:0005635, GO:0005783, GO:0005794, GO:0071356
CCFQ1_DN42250_c0_g1_i1.p1	GO:0005198, GO:0016020, GO:0046761, GO:0030683, GO:0033645, GO:0039502, GO:0055036, GO:0039563, GO:0046774, GO:0005515, GO:0020002
CCFQ1_DN8436_c0_g1_i1.p2	GO:0005515, GO:0099139, GO:0005576
CCFQ1_DN12895_c1_g1_i1.p2	GO:0000287, GO:0006096, GO:0000015, GO:0005737, GO:0004634
CCFQ1_DN38873_c0_g1_i1.p1	GO:0001750, GO:0005634, GO:2000786, GO:0005886, GO:0035855, GO:0061909, GO:1902635, GO:0016310, GO:0005776, GO:0090217, GO:0005764, GO:0042995, GO:0016308, GO:0005524, GO:0001917, GO:0005829, GO:0090119, GO:0046627, GO:0016309, GO:0042803, GO:0005737
CCFQ1_DN22185_c0_g1_i1.p1	GO:0003723, GO:0007283, GO:0003724, GO:0031047, GO:0016887, GO:0030154, GO:0051321, GO:0005524, GO:0005737, GO:0010529
CCFQ1_DN254_c0_g3_i3.p1	GO:0005515, GO:0016020, GO:0016021, GO:0051321
CCFQ1_DN22103_c0_g1_i1.p1	GO:0005634, GO:0070847, GO:0016592, GO:0003712, GO:0006357
CCFQ1_DN4304_c1_g1_i2.p1	GO:0051015, GO:0005886, GO:0006779, GO:0014731, GO:0032092, GO:0042102, GO:0008360, GO:0009898, GO:0002260, GO:0030864, GO:0032437, GO:0005509, GO:0030054, GO:0030424, GO:0030036, GO:0008091, GO:0051693, GO:0005938, GO:0030097, GO:0007009
CCFQ1_DN9246_c0_g1_i1.p1	GO:0007424, GO:0042690, GO:0007298, GO:0008543, GO:0035008, GO:0045887, GO:0005886, GO:0005887, GO:0035202, GO:0035147, GO:0008347, GO:0018108, GO:0007429, GO:0030517, GO:0007428, GO:0033674, GO:0005515, GO:0004712, GO:0035230, GO:0035154, GO:0046847, GO:0005524, GO:0060438, GO:0007430, GO:0043235, GO:0035149, GO:0007427, GO:0008284, GO:0045614, GO:0007426, GO:0035215, GO:0001745, GO:0005007
CCFQ1_DN6551_c0_g1_i1.p2	GO:0007187, GO:0004993, GO:0030594, GO:0007268, GO:0005886, GO:0007198, GO:0005887, GO:0045202, GO:0051378, GO:0030425
CCFQ1_DN43068_c0_g1_i1.p1	GO:0034271, GO:0050829, GO:0035096, GO:0006897, GO:0032465, GO:0000045, GO:0006979, GO:0000407, GO:0009306, GO:0016322, GO:0030097, GO:0006995, GO:0061723, GO:0031267, GO:0034272, GO:0045824, GO:0045324
CCFQ1_DN2587_c0_g1_i4.p1	GO:0030672, GO:0007608, GO:0042593, GO:0098992, GO:0007283, GO:0008021, GO:0007035, GO:0007268, GO:0045202, GO:0031267, GO:0043291
CCFQ1_DN4301_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0006915, GO:0043066
CCFQ1_DN180_c1_g2_i3.p2	GO:0062129, GO:0008365, GO:0008012
CCFQ1_DN15298_c0_g1_i1.p1	GO:0004861, GO:0030308, GO:0008285, GO:0048709, GO:0005634, GO:0005829, GO:0019901, GO:0007049, GO:0005737, GO:0045736, GO:2000045
CCFQ1_DN15610_c0_g1_i1.p1	GO:0005515, GO:0001895, GO:0005576
CCFQ1_DN14142_c0_g1_i1.p1	GO:0030897, GO:0005765, GO:0005769, GO:0006909, GO:0006886, GO:0045087, GO:0005776, GO:0090385, GO:0005515, GO:0005764, GO:0016197, GO:0030136, GO:0035542, GO:0090382, GO:0031902, GO:0007034, GO:0071224, GO:0005737, GO:0033263
CCFQ1_DN6277_c0_g1_i1.p1	GO:0097352, GO:0030242, GO:0015630, GO:0016236, GO:0016241, GO:0005930, GO:0071561, GO:0045022, GO:0006622, GO:0042149, GO:0036092, GO:0005776, GO:0043552, GO:0005515, GO:0004712, GO:0032801, GO:0006468, GO:0106310, GO:0005524, GO:0032465, GO:0045324, GO:0034271, GO:0005770, GO:0005829, GO:0034272, GO:0030670, GO:0004674
CCFQ1_DN33545_c0_g1_i1.p1	GO:0033631, GO:0006890, GO:0001933, GO:0005886, GO:0044330, GO:0005887, GO:0005783, GO:0005794, GO:0005802, GO:0044329, GO:0060020, GO:0046839, GO:0016323, GO:0034109, GO:0030111, GO:0042392, GO:0070971, GO:0001568, GO:0106235, GO:0033116, GO:0007229, GO:0000139, GO:0050821, GO:0051091, GO:0045121, GO:0005789, GO:0001702, GO:0008195, GO:0006644, GO:0006670, GO:0044328, GO:0005178, GO:0050731, GO:0006672, GO:1902068
CCFQ1_DN26943_c0_g1_i1.p1	GO:0005739, GO:0005634, GO:0052906, GO:0030488, GO:0005737, GO:0005759
CCFQ1_DN408_c0_g1_i3.p1	GO:0007638, GO:1905792, GO:0050976, GO:0006813, GO:0005272, GO:0005576, GO:0004064, GO:1905789, GO:0035725
CCFQ1_DN41091_c0_g1_i1.p1	GO:0003431, GO:0050431, GO:0005615, GO:0005576, GO:0098868, GO:0097009, GO:0031012
CCFQ1_DN14827_c0_g1_i2.p1	GO:0009734, GO:0050790, GO:0035304, GO:0005634, GO:0005886, GO:0009505, GO:0009873, GO:0009926, GO:0010119, GO:0006952, GO:0005515, GO:0009723, GO:0000159, GO:1901149, GO:0009789, GO:0005829, GO:0009738, GO:0019888, GO:0006470, GO:0005737
CCFQ1_DN17072_c0_g1_i1.p1	GO:0005856, GO:0031934, GO:0005721, GO:0031048, GO:0005634, GO:0005816, GO:0030958, GO:0031047, GO:0099115, GO:0007049, GO:0030466, GO:0034613, GO:0007059, GO:0005737, GO:0005515, GO:0031508
CCFQ1_DN13601_c0_g1_i2.p1	GO:0005856, GO:0046907, GO:0060170, GO:0032266, GO:0005929, GO:0061629, GO:0060271, GO:0034464, GO:0005886, GO:0015031, GO:0036064, GO:0034451, GO:0005737, GO:0005930
CCFQ1_DN8137_c0_g1_i1.p1	GO:0008285, GO:0005654, GO:0005634, GO:0003682, GO:0001974, GO:0045582, GO:2000781, GO:0045893, GO:0016363, GO:0006338, GO:0000776, GO:0003007, GO:0016586, GO:0003677, GO:0006357, GO:0001890, GO:2000045, GO:0005515, GO:0060948, GO:0060999, GO:0000785, GO:0060979, GO:0001825, GO:0003349, GO:0007507, GO:0030071, GO:0016514, GO:0045663, GO:2000819, GO:0070316
CCFQ1_DN2454_c0_g2_i1.p1	GO:0048749, GO:0008201, GO:0007224, GO:0048100, GO:0035017, GO:0015026, GO:0016020, GO:0035230, GO:0009986, GO:0071694, GO:0034109, GO:0007379, GO:0005887, GO:0042803, GO:0005113, GO:0097108
CCFQ1_DN5821_c0_g1_i1.p1	GO:0039529, GO:0140374, GO:0005886, GO:0030334, GO:0032757, GO:0071360, GO:0032755, GO:0010467, GO:0032587, GO:0002230, GO:0002735, GO:0005515, GO:0009597, GO:1990904, GO:0060760, GO:0042995, GO:0032727, GO:0051091, GO:0045944, GO:0032728, GO:0005829, GO:0015629, GO:0032760, GO:0005737, GO:0005923, GO:0032725
CCFQ1_DN24204_c0_g1_i1.p1	GO:0045050, GO:0072546, GO:0005789, GO:0071816, GO:0042406, GO:0005783, GO:0005737, GO:0032977
CCFQ1_DN9251_c0_g1_i1.p1	GO:0008474, GO:0006508, GO:0002084, GO:0014069, GO:0008236, GO:1902950, GO:0098978, GO:0098839, GO:0043197, GO:0099031, GO:1902473, GO:1902817, GO:0099033, GO:0005886, GO:0055038, GO:0045211, GO:1905668, GO:0005768
CCFQ1_DN41631_c0_g1_i1.p1	GO:0022008, GO:0030182, GO:0000978, GO:0005634, GO:0046983, GO:0006357, GO:0000981
CCFQ1_DN4449_c0_g1_i1.p1	GO:1990519, GO:0006390, GO:0016021, GO:0005739, GO:0006839, GO:0048311, GO:0030302, GO:0040011, GO:0005743, GO:0015218, GO:0045333
CCFQ1_DN21274_c0_g1_i1.p1	GO:0042802, GO:0005634, GO:0015030, GO:0030576
CCFQ1_DN20614_c0_g1_i1.p1	GO:0005515, GO:0005886, GO:0016021, GO:0008285
CCFQ1_DN26735_c0_g1_i1.p2	GO:0060484, GO:0019827, GO:0005654, GO:0005634, GO:0003682, GO:2000648, GO:0048731, GO:0031060
CCFQ1_DN33309_c0_g1_i1.p1	GO:0046872, GO:0043565, GO:0005634, GO:0006355, GO:0031674, GO:0006325
CCFQ1_DN37130_c0_g1_i1.p1	GO:0005634, GO:0032039, GO:0005515, GO:0016180
CCFQ1_DN11788_c0_g1_i3.p1	GO:0005515, GO:0005886, GO:0016021, GO:0007166
CCFQ1_DN9742_c1_g1_i2.p1	GO:0016021, GO:0015718, GO:0006814, GO:0016020, GO:0015355, GO:0055085, GO:0015293
CCFQ1_DN25538_c0_g1_i1.p1	GO:0016705, GO:0005654, GO:0005634, GO:0031418, GO:0051213, GO:0005506, GO:0005515, GO:0016571
CCFQ1_DN488_c0_g1_i2.p2	GO:0031490, GO:0005737, GO:0051321
CCFQ1_DN1616_c1_g3_i1.p1	GO:1990810, GO:0072686, GO:0005634, GO:0005829, GO:1902440, GO:0000070, GO:1990811, GO:0044732, GO:0005515
CCFQ1_DN3444_c0_g1_i2.p1	GO:0070840, GO:0016593, GO:0042802, GO:0051568, GO:0051010
CCFQ1_DN4463_c0_g1_i1.p1	GO:0016021, GO:0032580, GO:0006486, GO:0036065, GO:0046920, GO:0000139, GO:0005794
CCFQ1_DN36452_c0_g1_i1.p1	GO:0016021, GO:0016791, GO:0006024, GO:0016311, GO:0050650, GO:0000139, GO:0010909, GO:0005794
CCFQ1_DN2883_c0_g1_i3.p1	GO:0045176, GO:0035002, GO:0005515, GO:0005886, GO:0000221, GO:0033181, GO:0007430, GO:0046961, GO:1902600
CCFQ1_DN3926_c0_g1_i2.p1	GO:0006633, GO:0031405, GO:0005739, GO:0045723, GO:0005929, GO:0005829, GO:0040019, GO:0016407, GO:1901046, GO:0005737, GO:0061063, GO:0030425, GO:0005759, GO:0043754
CCFQ1_DN4554_c1_g1_i1.p1	GO:0060233, GO:0007464, GO:0005654, GO:0007298, GO:0008543, GO:0006897, GO:0035155, GO:0005634, GO:0008406, GO:0008340, GO:0045677, GO:0050767, GO:0090090, GO:0007173, GO:0019904, GO:1903688, GO:0000978, GO:0048010, GO:0090175, GO:0030154, GO:0010628, GO:0000122, GO:0010629, GO:0035157, GO:0001709, GO:0045500, GO:0005829, GO:0055001, GO:0001227, GO:0007391
CCFQ1_DN10912_c0_g1_i1.p1	GO:0019076, GO:0042025, GO:0019033, GO:0044177, GO:0075520, GO:0030430, GO:0005515
CCFQ1_DN9914_c0_g1_i1.p1	GO:1902476, GO:0046872, GO:0034707, GO:0005247, GO:0000139, GO:0070294, GO:0005887, GO:0030321, GO:0034765, GO:0005886, GO:0005794
CCFQ1_DN29997_c0_g1_i1.p1	GO:0005198, GO:0060322, GO:0044782, GO:0019028
CCFQ1_DN26756_c0_g1_i1.p1	GO:0007507, GO:0005634, GO:0016567, GO:0005737, GO:0061630
CCFQ1_DN16862_c0_g1_i1.p1	GO:0051731, GO:0005730, GO:0005634, GO:0006364, GO:0016310, GO:0000448, GO:0005524
CCFQ1_DN8343_c0_g1_i1.p1	GO:0097192, GO:2001269, GO:0009986, GO:0005886, GO:0005031, GO:0005794, GO:1902042, GO:0042802, GO:0031362, GO:0033209, GO:0097049, GO:0097527, GO:0032872, GO:0009897, GO:0045121, GO:0002020, GO:0005829, GO:0031265, GO:0006924
CCFQ1_DN32985_c0_g1_i1.p1	GO:0047685, GO:0005737, GO:0051923
CCFQ1_DN10329_c0_g3_i1.p1	GO:0005634, GO:0005829, GO:0019835, GO:0070269, GO:0005737, GO:0005525, GO:0042742
CCFQ1_DN9947_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0004842, GO:0005737, GO:0110134
CCFQ1_DN7973_c0_g1_i2.p1	GO:0007595, GO:0005615, GO:0005576, GO:0005179, GO:0050821, GO:0004866
CCFQ1_DN10810_c0_g1_i1.p1	GO:0001819, GO:0006955, GO:0005507, GO:0005149, GO:0007165, GO:0034605, GO:0005829, GO:0005615, GO:0005576, GO:0005125, GO:0046688, GO:0001660, GO:0005737, GO:0051781
CCFQ1_DN11499_c0_g1_i4.p1	GO:0036002, GO:0030517, GO:0061157, GO:1990247, GO:0003729, GO:0005737, GO:0005515
CCFQ1_DN38061_c0_g1_i2.p1	GO:0001755, GO:0016021, GO:0048701, GO:0016020, GO:0005515
CCFQ1_DN4290_c0_g1_i2.p1	GO:0007154, GO:0007293, GO:0055085, GO:0005886, GO:0006811, GO:0016021, GO:0016324, GO:0007283, GO:0016328, GO:0016323, GO:0016331, GO:0007602, GO:0005243, GO:0010496, GO:0007440, GO:0030154, GO:0005921, GO:0036098, GO:0016327, GO:0005737, GO:0030727, GO:0048477
CCFQ1_DN6124_c0_g1_i2.p1	GO:0015248, GO:0005654, GO:0015918, GO:0045444, GO:0032934, GO:0005829, GO:0031902, GO:0005794, GO:0005768, GO:0010890
CCFQ1_DN33408_c0_g1_i1.p1	GO:0009639, GO:0009860, GO:0051015, GO:0005544, GO:0009651, GO:0009414, GO:0009409, GO:0005509, GO:0009555, GO:0009408, GO:0009846, GO:0005737
CCFQ1_DN3283_c0_g1_i3.p1	GO:0006412, GO:0005524, GO:0005737, GO:0004815, GO:0006422
CCFQ1_DN6776_c0_g1_i1.p1	GO:0006310, GO:0005634, GO:0006281, GO:0043138, GO:0016887, GO:0003677, GO:0006260, GO:0005524, GO:0032508
CCFQ1_DN21812_c0_g1_i2.p1	GO:1905273, GO:0005739, GO:0016279, GO:0018023, GO:1905706
CCFQ1_DN4580_c0_g1_i3.p1	GO:0005789, GO:0016705, GO:0040040, GO:0020037, GO:0005506, GO:0005783, GO:0004497
CCFQ1_DN26557_c0_g1_i1.p2	GO:0003779, GO:0006936, GO:0032982, GO:0017022, GO:0007155
CCFQ1_DN3987_c0_g1_i2.p1	GO:0000278, GO:0030261, GO:0005654, GO:0005634, GO:0051301, GO:0005515, GO:0006260, GO:0007344, GO:0005737, GO:0005635, GO:0005652, GO:0006325
CCFQ1_DN40271_c0_g1_i1.p1	GO:0008201, GO:0034591, GO:0043655, GO:0016020, GO:0045177, GO:0031410, GO:0046789, GO:0005576, GO:0032991, GO:0044409, GO:0005515, GO:0020002, GO:0044650, GO:0005923, GO:0020008
CCFQ1_DN28191_c0_g1_i3.p1	GO:0007399, GO:0030182, GO:0000978, GO:0005634, GO:0000981, GO:0006357, GO:0007367
CCFQ1_DN7858_c0_g1_i1.p1	GO:0005777, GO:0005739, GO:0006270, GO:0016887, GO:0006260, GO:0005524, GO:0005737
CCFQ1_DN671_c0_g1_i17.p1	GO:0005080, GO:0045494, GO:0046530, GO:0005829, GO:0016028, GO:1990146, GO:0071482, GO:0045179
CCFQ1_DN8203_c0_g1_i1.p1	GO:0005737, GO:0019046, GO:0005127, GO:0008083
CCFQ1_DN36269_c0_g1_i1.p1	GO:0016021, GO:0006814, GO:0015141, GO:0016020, GO:0015137, GO:0071422, GO:0015746, GO:0015361
CCFQ1_DN41673_c0_g1_i1.p2	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005524, GO:0030425
CCFQ1_DN335_c0_g1_i2.p1	GO:0030915, GO:0006310, GO:0005694, GO:0005634, GO:0006281, GO:0005829, GO:0005737, GO:0005515, GO:0048478
CCFQ1_DN42450_c0_g1_i1.p1	GO:0045040, GO:0070096, GO:0005739, GO:0001401, GO:0005741, GO:0030150, GO:0005515
CCFQ1_DN29182_c0_g1_i1.p1	GO:0000775, GO:0034080, GO:0005654, GO:0005694, GO:0005634, GO:0000776, GO:0006355, GO:0007049, GO:0051301, GO:0006915, GO:0005515
CCFQ1_DN8637_c0_g1_i1.p1	GO:0085042, GO:0016787, GO:0009877, GO:0016021, GO:0140359, GO:0009610, GO:0055085, GO:0036377, GO:0005886, GO:0042803, GO:0005524
CCFQ1_DN2299_c0_g1_i8.p1	GO:0017113, GO:0046872, GO:0050661, GO:0006214, GO:0005829, GO:0006210, GO:0006212, GO:0051539, GO:0005737, GO:0019483, GO:0002058
CCFQ1_DN37074_c0_g1_i1.p1	GO:0005634, GO:0033551, GO:0051455, GO:0000776, GO:0045143, GO:0045859, GO:0010789, GO:0051321, GO:0005515
CCFQ1_DN22340_c0_g1_i1.p1	GO:0005524, GO:0005615, GO:0039592
CCFQ1_DN39884_c0_g1_i1.p1	GO:0005615, GO:0005576, GO:0005515, GO:0098868, GO:0007399, GO:0097009
CCFQ1_DN38265_c0_g1_i1.p1	GO:0016021, GO:0045296, GO:0016342, GO:0005509, GO:0005886, GO:0005737, GO:0007156
CCFQ1_DN32542_c0_g1_i1.p2	GO:0000290, GO:0005730, GO:0005634, GO:0006397, GO:0032056, GO:0003729, GO:0005737, GO:0000184
CCFQ1_DN42384_c0_g1_i1.p1	GO:0005978, GO:0004857, GO:0045818, GO:0005737, GO:0043086
CCFQ1_DN9444_c0_g1_i1.p1	GO:0030134, GO:0004620, GO:0008289, GO:0044297, GO:0042995, GO:0012505, GO:0016020, GO:0030971, GO:0005509, GO:0006470, GO:0005737
CCFQ1_DN10601_c0_g1_i1.p1	GO:0005200, GO:0000923, GO:0005856, GO:0000278, GO:0051011, GO:0043015, GO:0005813, GO:0045450, GO:0007058, GO:0007112, GO:0005874, GO:0000931, GO:0051321, GO:0031122, GO:0005737, GO:0007020, GO:0000922
CCFQ1_DN8204_c0_g1_i1.p1	GO:0006051, GO:0005829, GO:0070062, GO:0046835, GO:0006044, GO:0045127, GO:0005524, GO:0005515, GO:0019262
CCFQ1_DN37410_c0_g1_i1.p1	GO:0004713, GO:0004712, GO:0018108, GO:0004693, GO:0002225, GO:0005634, GO:0007049, GO:0007346, GO:0005524, GO:0106310, GO:0045752
CCFQ1_DN9495_c0_g2_i1.p1	GO:0000049, GO:0005739, GO:0070125, GO:0006412, GO:0003924, GO:0003746, GO:0005525, GO:0005759
CCFQ1_DN9042_c0_g4_i4.p1	GO:0004712, GO:0018108, GO:0004714, GO:0005886, GO:0005887, GO:0033674, GO:0005524, GO:0007169, GO:0043235
CCFQ1_DN37058_c0_g1_i1.p1	GO:0007249, GO:0006915, GO:0005886, GO:0043066, GO:0005515
CCFQ1_DN18906_c0_g1_i1.p1	GO:0007218, GO:0008188, GO:0005886, GO:0005887
CCFQ1_DN42476_c0_g1_i1.p1	GO:0005789, GO:0016021, GO:0044695, GO:0032933, GO:0016485, GO:0016567, GO:0000139, GO:0005783, GO:0005794, GO:0005515
CCFQ1_DN9625_c0_g1_i2.p1	GO:0046872, GO:0000978, GO:0003700, GO:0051039, GO:0005634, GO:0007283, GO:0007140, GO:0030154, GO:0006357, GO:0051321, GO:0005515, GO:0000785
CCFQ1_DN9266_c0_g1_i1.p1	GO:0008017, GO:0051303, GO:0005874, GO:0007020, GO:0010975, GO:0060052, GO:0016477, GO:0005813, GO:0000776, GO:0007059, GO:0047496, GO:0007399, GO:0005819, GO:0000132, GO:0051642, GO:0005856, GO:0005871, GO:0007100, GO:0005737
CCFQ1_DN31779_c0_g1_i1.p1	GO:0006508, GO:0046872, GO:0035609, GO:0005886, GO:0070062, GO:0016805, GO:0004181, GO:0005737
CCFQ1_DN28405_c0_g1_i1.p1	GO:0008157, GO:0001755, GO:2001045, GO:0003779, GO:0072542, GO:0051726, GO:0001843, GO:0007266, GO:0043085, GO:0048484, GO:0005737, GO:0030027, GO:0007399, GO:0061386, GO:0030036
CCFQ1_DN7476_c0_g1_i2.p1	GO:0031533, GO:0005634, GO:0099122, GO:0005524, GO:0004484, GO:0005525, GO:0006370
CCFQ1_DN511_c0_g1_i10.p1	GO:0032355, GO:0005796, GO:0007595, GO:0042802, GO:0032570, GO:0005615, GO:0005576, GO:1903496, GO:0005794, GO:0050821, GO:1903494, GO:0035375
CCFQ1_DN11314_c0_g2_i1.p1	GO:2001243, GO:0005654, GO:0071363, GO:0005634, GO:0003682, GO:0004864, GO:0009615, GO:0030425, GO:0071383, GO:0005739, GO:1990062, GO:0051219, GO:0101031, GO:0010923, GO:0000993, GO:0050821, GO:0000122, GO:0001558, GO:0005829, GO:0003714, GO:0005737
CCFQ1_DN11159_c0_g1_i2.p1	GO:0006508, GO:0004222, GO:0008270, GO:0005576, GO:0043050, GO:0060465
CCFQ1_DN6179_c0_g1_i5.p1	GO:0016021, GO:0005802, GO:0008270, GO:0004842, GO:0016567, GO:0000139, GO:0005795, GO:0005794
CCFQ1_DN4333_c0_g1_i4.p1	GO:0006611, GO:0004672, GO:0030295, GO:0005634, GO:0007049, GO:0032147, GO:0006468, GO:0005524, GO:0005737
CCFQ1_DN17416_c0_g1_i1.p1	GO:0019005, GO:0031466, GO:0031146, GO:0016567, GO:0030674, GO:0031625
CCFQ1_DN22327_c0_g1_i1.p1	GO:0000405, GO:0005634, GO:0005829, GO:0030150, GO:0003697
CCFQ1_DN10349_c0_g1_i1.p1	GO:0140680, GO:0046872, GO:0006482, GO:0005634, GO:0003712, GO:0006357, GO:0006325
CCFQ1_DN11961_c0_g1_i1.p1	GO:0034080, GO:0031511, GO:0005694, GO:0005634, GO:0000779, GO:0000776, GO:0051382, GO:0007049, GO:0000070, GO:0051301, GO:0005515
CCFQ1_DN42325_c0_g1_i1.p1	GO:0007186, GO:0005886, GO:0016021, GO:0004930
CCFQ1_DN44572_c0_g1_i1.p1	GO:0000775, GO:0005680, GO:0051400, GO:0005694, GO:0005634, GO:0000776, GO:0005829, GO:0007049, GO:0051301, GO:0016567, GO:0044877, GO:0005737
CCFQ1_DN42534_c0_g1_i1.p1	GO:0003676, GO:0007283, GO:0003724, GO:0031047, GO:0016887, GO:0030154, GO:0051321, GO:0005524, GO:0005737
CCFQ1_DN34948_c0_g1_i1.p2	GO:0004623, GO:0050482, GO:0005576, GO:0006644
CCFQ1_DN9773_c0_g1_i1.p2	GO:0030246, GO:0046718, GO:0005576, GO:0019064
CCFQ1_DN16486_c0_g1_i1.p1	GO:0000466, GO:0005654, GO:0000463, GO:0005730, GO:0042273, GO:0005634, GO:0043021, GO:0042254, GO:0030687
CCFQ1_DN299_c0_g1_i9.p1	GO:0031597, GO:0030433, GO:0005654, GO:0005634, GO:0016234, GO:0036402, GO:1901800, GO:0042802, GO:0022624, GO:0016887, GO:0090261, GO:0016020, GO:0008540, GO:0005524, GO:0045899, GO:0005829, GO:0070062, GO:0030674, GO:0005737
CCFQ1_DN23910_c0_g1_i1.p2	GO:0071805, GO:0016021, GO:0008076, GO:0016020, GO:0034765, GO:0005249, GO:0030425
CCFQ1_DN11405_c0_g1_i2.p1	GO:0016021, GO:0005886, GO:0042803, GO:0015721, GO:0046982
