PAVE1_DN73601_c0_g1_i1.p1	GO:0005634, GO:0051059, GO:0051092
PAVE1_DN62689_c0_g1_i1.p1	GO:0006811, GO:0016020, GO:0005887, GO:0008381
PAVE1_DN22819_c0_g2_i1.p1	GO:0005112, GO:0043055, GO:0007154, GO:0001708, GO:0002119, GO:2000648, GO:0030154, GO:0040028, GO:0110011, GO:0031253, GO:0007219, GO:0032809, GO:0005886, GO:1905936, GO:0005887, GO:0030431, GO:0042661, GO:0008406
PAVE1_DN66922_c0_g1_i1.p1	GO:0061041, GO:0050728, GO:0046872, GO:0010760, GO:0005737, GO:0060271, GO:0006954, GO:0070121, GO:0010764, GO:0004517, GO:0005929, GO:1900016, GO:0035869, GO:0005516, GO:0015031
PAVE1_DN12935_c0_g1_i3.p1	GO:0046872, GO:0106310, GO:0097110, GO:0007254, GO:0030971, GO:0005080, GO:0048691, GO:0006468, GO:0004709, GO:0050829, GO:0005737, GO:0004712, GO:0046688, GO:0001934, GO:0042594, GO:0008340, GO:0005524, GO:0031103, GO:0038066
PAVE1_DN7706_c0_g1_i9.p1	GO:0030587, GO:0010181, GO:0050660, GO:0050661, GO:0005829, GO:0003958
PAVE1_DN26178_c0_g1_i1.p1	GO:0005634, GO:0039722, GO:0050699, GO:0039723, GO:0030683, GO:0039644
PAVE1_DN12288_c0_g1_i2.p1	GO:0001568, GO:0030154, GO:0007411, GO:0046875, GO:0007399, GO:0050920, GO:0003404, GO:0048013, GO:0021654, GO:0002042, GO:0001525, GO:0001756, GO:0008039, GO:0005886, GO:0035475, GO:0007412, GO:0016021, GO:0048514, GO:0007155
PAVE1_DN1942_c0_g1_i1.p1	GO:0005634, GO:1903469, GO:0090502, GO:0005829, GO:0004523, GO:0032299
PAVE1_DN50526_c0_g1_i1.p1	GO:0051015, GO:0033150, GO:0032839, GO:0015629, GO:0051260
PAVE1_DN46079_c0_g1_i1.p1	GO:0008270, GO:0005634, GO:0005737, GO:0052717, GO:0002100
PAVE1_DN3950_c0_g1_i1.p1	GO:0047045, GO:0047035, GO:0005789, GO:0047024, GO:0044594, GO:0008209, GO:0004745, GO:0047044, GO:0005783, GO:0047023, GO:0062175
PAVE1_DN31832_c0_g1_i1.p1	GO:0016321, GO:0019901, GO:0010789, GO:0051321, GO:0051754, GO:0000779, GO:0045143, GO:0005694, GO:0000776, GO:0007060
PAVE1_DN36761_c0_g1_i1.p1	GO:0042098, GO:0042104, GO:0005125, GO:0002726, GO:0035712, GO:0045892, GO:0050729, GO:0009986, GO:0046641, GO:0035709, GO:0032733, GO:0035783, GO:0045626, GO:0032735, GO:0032755, GO:0071380, GO:0032736, GO:0045630, GO:2000568, GO:0009615, GO:0071222, GO:2000570, GO:0045590, GO:0008203, GO:0032743, GO:2000572, GO:0007165, GO:0002526, GO:0002215, GO:0043382, GO:0032700, GO:0032729, GO:0035714, GO:0032722, GO:0043433, GO:0016021, GO:0005615, GO:0016020, GO:0032753, GO:0005164, GO:0032689, GO:0006955, GO:1900281
PAVE1_DN34021_c0_g1_i1.p1	GO:0120160, GO:0019073, GO:0019076, GO:0042025
PAVE1_DN2946_c2_g1_i3.p1	GO:1905845, GO:0006915, GO:0006508, GO:1905803, GO:0006919, GO:1904747, GO:0097199, GO:0005737, GO:0043073, GO:0043525, GO:0097190, GO:0097194, GO:0097200
PAVE1_DN81401_c0_g1_i1.p1	GO:0071312, GO:0005634, GO:0008630, GO:0071230, GO:0005759, GO:0001836, GO:0034097, GO:0005856, GO:0019901, GO:0046898, GO:0097284, GO:0046902, GO:0097192, GO:0031410, GO:0005737, GO:0008284, GO:0040008, GO:0005813, GO:1902236, GO:0007281, GO:0070584, GO:0008584, GO:0071480, GO:0005739, GO:0051402, GO:0007283, GO:0071839, GO:1900118, GO:0031965, GO:0005741, GO:0043524, GO:0042803, GO:0045202, GO:0046982, GO:1903077, GO:1902230, GO:0097136, GO:0030672, GO:0001541, GO:0016021, GO:0051607, GO:0005829, GO:0032465, GO:1902042, GO:0008283, GO:0051434, GO:0009566, GO:0005783, GO:0051881
PAVE1_DN3890_c1_g2_i1.p1	GO:0046718, GO:0019064, GO:0039660, GO:0005739
PAVE1_DN16985_c1_g1_i1.p1	GO:0005125, GO:0005507, GO:0042025, GO:0005149, GO:0019073, GO:0019076
PAVE1_DN6070_c0_g1_i2.p1	GO:0005802, GO:0005798, GO:0005654, GO:0005794, GO:0005737, GO:0048471, GO:0005768, GO:0006897, GO:0005886, GO:0030136, GO:0030276, GO:0030125, GO:0005543
PAVE1_DN20908_c1_g5_i3.p1	GO:0046872, GO:0106310, GO:0007173, GO:0046777, GO:0007298, GO:0048010, GO:0040014, GO:0046843, GO:0004709, GO:0005737, GO:0008284, GO:0007465, GO:0035309, GO:0035171, GO:0004712, GO:0007552, GO:0007362, GO:0007472, GO:0007283, GO:0042051, GO:0008069, GO:0007476, GO:0016242, GO:0046530, GO:0045500, GO:2001234, GO:0005886, GO:0005524, GO:0008543, GO:0070371, GO:0070374, GO:0007369, GO:0002168, GO:0007427, GO:0007474, GO:0005829, GO:0009267, GO:0046534, GO:0007265, GO:0030641, GO:0008293, GO:0019900, GO:0007430
PAVE1_DN8106_c0_g1_i9.p1	GO:0005634, GO:0030154, GO:0033169, GO:0045944, GO:0000118, GO:0046293, GO:0001666, GO:0010628, GO:0003712, GO:0007290, GO:0000785, GO:0005737, GO:0005506, GO:2000736, GO:0051573, GO:0036123, GO:0008584, GO:0120162, GO:0007283, GO:1990830, GO:0031490, GO:0050681, GO:2000036, GO:0140683, GO:0030521, GO:0006325
PAVE1_DN1060_c0_g2_i1.p1	GO:0007018, GO:0005874, GO:0005856, GO:0090267, GO:0000776, GO:0005737, GO:0000226, GO:0005813, GO:0005868, GO:0045504, GO:0005524, GO:0000922, GO:0019003
PAVE1_DN5022_c0_g1_i2.p1	GO:0008270, GO:0001894, GO:0005634, GO:0045862, GO:0031369, GO:0005863, GO:1903886, GO:0006511, GO:0003723, GO:0032897, GO:0061630, GO:0051155, GO:0043130, GO:0043621, GO:0005737, GO:0010508, GO:0007014, GO:0030335, GO:0045893, GO:1903265, GO:0051092, GO:0061564, GO:0044790, GO:0048147, GO:0045732, GO:0003713, GO:0045444, GO:0042802, GO:0050769, GO:0017022, GO:0010994, GO:1902230, GO:0030957, GO:0046716, GO:1903883, GO:0070936, GO:0045666, GO:0043123, GO:0045087, GO:0034612, GO:0009411, GO:0005829, GO:0030307, GO:0045787
PAVE1_DN34084_c0_g1_i1.p1	GO:0046872, GO:0030534, GO:0005634, GO:0005737, GO:0009566, GO:0008584
PAVE1_DN4083_c1_g1_i4.p1	GO:0005856, GO:0030474, GO:0005823, GO:0005515, GO:0010968, GO:0005634, GO:0005816, GO:0005737, GO:0005200, GO:0005821
PAVE1_DN48958_c0_g1_i1.p1	GO:0006888, GO:0005515, GO:0030173, GO:0016020, GO:0006886, GO:0030134, GO:0006890, GO:0005783, GO:0030176
PAVE1_DN49854_c0_g1_i1.p1	GO:0000995, GO:0046872, GO:0005515, GO:0008097, GO:0005634, GO:0042254, GO:0042273, GO:0003677, GO:0006383
PAVE1_DN10253_c1_g1_i2.p1	GO:0046872, GO:0005634, GO:0045944, GO:0045892, GO:0140655
PAVE1_DN21704_c0_g1_i1.p1	GO:0043005, GO:0045211, GO:0042391, GO:0005230, GO:0034220, GO:0007165, GO:0007268, GO:0005886, GO:0045202, GO:0004888, GO:0030594, GO:0050877, GO:0005887
PAVE1_DN52366_c0_g1_i1.p1	GO:0043153, GO:0048511, GO:0005515, GO:0016567, GO:0019005, GO:0004842, GO:0005634, GO:0000086, GO:0005737, GO:0016604, GO:0005829, GO:0031146, GO:0051726, GO:0031648
PAVE1_DN37408_c0_g1_i1.p1	GO:0030178, GO:0005840, GO:0051302, GO:2000543, GO:0032880, GO:0005737, GO:0015935, GO:0043022, GO:2000114
PAVE1_DN29397_c0_g1_i1.p1	GO:0000122, GO:0045618, GO:0005654, GO:0005634, GO:0000977, GO:0071169, GO:1901837, GO:0030527, GO:0000781, GO:0000785, GO:0006334, GO:0007549, GO:0046982, GO:0045814, GO:0070062, GO:0031490, GO:0001740, GO:0007420, GO:0000786
PAVE1_DN26743_c0_g1_i1.p1	GO:0046872, GO:0035006, GO:0016339, GO:0005576, GO:0005534, GO:0035010, GO:0009897
PAVE1_DN23350_c0_g1_i1.p1	GO:0044165, GO:0042127, GO:0005515
PAVE1_DN11515_c0_g1_i2.p1	GO:0000122, GO:0045944, GO:0046329, GO:0010804, GO:0010875, GO:0050728, GO:0045599, GO:0005737, GO:0050859, GO:0034122, GO:0003713, GO:0098780, GO:0030183, GO:0019216, GO:0005886, GO:0035360, GO:0016021, GO:0030332, GO:0048471, GO:0030424, GO:1900045, GO:0003714
PAVE1_DN3941_c0_g1_i3.p1	GO:0033644, GO:0016021, GO:0005515, GO:0016020, GO:0030683, GO:0055036, GO:0039673, GO:0019031
PAVE1_DN52338_c0_g1_i1.p1	GO:0016021, GO:0034220, GO:0039707, GO:0016020, GO:0005216, GO:0051259, GO:0043231
PAVE1_DN29915_c0_g1_i1.p1	GO:0048367, GO:0048364, GO:0010090, GO:0042023, GO:0005634, GO:0009330, GO:0051276, GO:0003690, GO:0030307, GO:0009913
PAVE1_DN77441_c0_g1_i1.p1	GO:0002115, GO:0045214, GO:0051928, GO:0015279, GO:0005886, GO:0070588, GO:0002250, GO:0005887
PAVE1_DN47367_c0_g1_i2.p1	GO:0030246, GO:0016021, GO:0016567, GO:0005654, GO:0005634, GO:0016020, GO:0005829, GO:0005730, GO:0080008
PAVE1_DN57285_c0_g1_i1.p1	GO:0046872, GO:0005634, GO:0004518, GO:0045892, GO:0090305, GO:0003677, GO:0003723
PAVE1_DN7664_c0_g2_i1.p1	GO:0046872, GO:0042147, GO:0005737, GO:0005768, GO:0005829, GO:0032456, GO:0010008, GO:0030904, GO:0006886
PAVE1_DN6865_c0_g1_i1.p1	GO:0005856, GO:0005634, GO:0005737, GO:0005829, GO:0005524, GO:0000287, GO:0006189, GO:0016879
PAVE1_DN40514_c0_g1_i1.p1	GO:0006914, GO:0046872, GO:0004842, GO:0016567, GO:0005737, GO:0005829, GO:0005739
PAVE1_DN36222_c0_g1_i1.p1	GO:0007271, GO:0098664, GO:0045211, GO:0016907, GO:0030425, GO:0005886, GO:0004993, GO:0007213, GO:0007187, GO:0005887
PAVE1_DN3275_c0_g1_i2.p1	GO:0007018, GO:0005874, GO:0005856, GO:0008569, GO:0051959, GO:0005737, GO:0016887, GO:0060285, GO:0005524, GO:0045505, GO:0005929, GO:0005858
PAVE1_DN532_c1_g1_i6.p1	GO:0035019, GO:0045880, GO:0007224, GO:0030425, GO:0007193, GO:0005887, GO:0007367, GO:0019901, GO:0010628, GO:0030707, GO:2000736, GO:0002385, GO:0043025, GO:0005113, GO:0004930, GO:0007417, GO:0001746, GO:2000134, GO:0071679, GO:0048099, GO:0042981, GO:0007476, GO:0007350, GO:0042803, GO:0005886, GO:0005929, GO:1903078, GO:0048100, GO:0030424, GO:0007455, GO:0001745, GO:0070273
PAVE1_DN4612_c0_g1_i2.p1	GO:0005829, GO:0046872, GO:0002181
PAVE1_DN72560_c0_g1_i1.p1	GO:0040024, GO:0005829, GO:0070513
PAVE1_DN16830_c0_g2_i1.p1	GO:0015293, GO:0016021, GO:0055085, GO:0016020, GO:0006820, GO:0006814
PAVE1_DN2862_c1_g2_i1.p1	GO:0005515, GO:0015038, GO:0005737, GO:0034599, GO:0005783, GO:0097573, GO:0005777
PAVE1_DN9332_c1_g1_i2.p1	GO:0005615, GO:0005515, GO:0006508, GO:0018996, GO:0005576, GO:0062023
PAVE1_DN59203_c0_g1_i2.p1	GO:0006559, GO:1990055, GO:0005737, GO:0009611, GO:0030170
PAVE1_DN84565_c0_g1_i1.p1	GO:0005515, GO:0071555, GO:0005737
PAVE1_DN40124_c0_g1_i1.p1	GO:0005615, GO:0010628, GO:0019864, GO:0006508, GO:0005634, GO:0042802, GO:0004190, GO:0005576, GO:0001580, GO:0070233
PAVE1_DN16773_c0_g1_i5.p1	GO:0016020, GO:0016021, GO:0022857, GO:0055085
PAVE1_DN42904_c0_g1_i1.p1	GO:0006364, GO:0005515, GO:0005654, GO:0005634, GO:0005737, GO:0005730, GO:0006261, GO:0120293
PAVE1_DN68371_c0_g1_i1.p1	GO:0000995, GO:0046872, GO:0005515, GO:0008097, GO:0005634, GO:0042254, GO:0042273, GO:0003677, GO:0006383
PAVE1_DN59971_c0_g1_i1.p1	GO:0016021, GO:0005125, GO:0016020, GO:0071555
PAVE1_DN79944_c0_g1_i1.p1	GO:0019233, GO:0051209, GO:0009410, GO:0005245, GO:0050968, GO:0035774, GO:0098908, GO:0071310, GO:0016324, GO:1904058, GO:0070301, GO:0005887, GO:1903793, GO:0006874, GO:0051289, GO:1990760, GO:1903522, GO:0070417, GO:0048265, GO:0042802, GO:0050966, GO:0005886, GO:0032421, GO:0007166, GO:0014832, GO:0015278, GO:0030424, GO:0097604, GO:0034605, GO:0050955, GO:0071244, GO:0014070
PAVE1_DN1164_c0_g3_i1.p1	GO:0043539, GO:0005125, GO:0002637, GO:0005174, GO:0043066, GO:0009986, GO:0042100, GO:0071902, GO:0045190, GO:2000353, GO:0032733, GO:0005576, GO:0032735, GO:0005178, GO:0009897, GO:0051092, GO:0030168, GO:0030183, GO:0005886, GO:0042102, GO:0016021, GO:0005615, GO:0005164, GO:0032753, GO:0005794, GO:0006954, GO:0007229, GO:0023035, GO:0006955
PAVE1_DN71730_c0_g1_i1.p1	GO:0008270, GO:0050766, GO:0008745, GO:0045087, GO:0005576, GO:0009253, GO:0045752, GO:0042834, GO:0050830, GO:0061060, GO:0002814
PAVE1_DN39773_c0_g1_i1.p1	GO:0046872, GO:0003682, GO:0003700, GO:0005634, GO:0000978, GO:0006357
PAVE1_DN52775_c0_g1_i1.p1	GO:0050790, GO:0005737, GO:0010458, GO:0000159, GO:0000278, GO:0005829, GO:0051301, GO:0019888, GO:0070262
PAVE1_DN76952_c0_g1_i1.p1	GO:1901336, GO:0031418, GO:0016706, GO:0017000, GO:0005634, GO:0005737, GO:0005506, GO:0005829
PAVE1_DN59545_c0_g1_i1.p1	GO:0006364, GO:0048255, GO:0006397, GO:0042254, GO:0017004, GO:0032399, GO:0005739
PAVE1_DN43104_c0_g1_i1.p1	GO:0006607, GO:0008139, GO:0005654, GO:0005634, GO:0005635, GO:0043186, GO:0007304, GO:0005737, GO:0061608, GO:0000278, GO:0046822, GO:0031267
PAVE1_DN58955_c0_g1_i1.p1	GO:0051923, GO:0008146, GO:0005737
PAVE1_DN7852_c0_g2_i3.p1	GO:0006915, GO:0005634, GO:0031072, GO:1902043, GO:0007253, GO:0034098, GO:0030155, GO:0019901, GO:0030433, GO:1903364, GO:0043130, GO:0005737, GO:0031334, GO:0045740, GO:0005635, GO:0051059, GO:0048471, GO:0005829, GO:0019904, GO:0031625, GO:0005783
PAVE1_DN58113_c0_g1_i1.p1	GO:0106310, GO:0004674, GO:0046777, GO:0005737, GO:0051963, GO:0007399, GO:0005524, GO:0004712
PAVE1_DN25243_c0_g1_i1.p1	GO:0016021, GO:0005615, GO:0005515, GO:0006958, GO:0005576, GO:0001906, GO:0072562, GO:0005579, GO:0005886, GO:0006957, GO:0070062, GO:0019835, GO:0051260
PAVE1_DN8748_c0_g1_i2.p1	GO:0005515, GO:0005654, GO:0005769, GO:0005938, GO:0005829, GO:0030155
PAVE1_DN38958_c0_g1_i1.p1	GO:0010688, GO:0005634, GO:0000785, GO:0005737, GO:0003714
PAVE1_DN9698_c3_g1_i2.p1	GO:0046718, GO:0016021, GO:0016020, GO:0042802, GO:0055036, GO:0019031, GO:0001618
PAVE1_DN416_c0_g1_i4.p1	GO:0030674, GO:0001650, GO:0033979, GO:0005654, GO:0005634, GO:0015030, GO:0006970, GO:0008139, GO:0062064, GO:0005737, GO:0005730, GO:0034513, GO:0008284, GO:0005525, GO:0014029, GO:0045893, GO:0031429, GO:0062065, GO:0034512, GO:0000278, GO:0046982, GO:0005524, GO:0006364, GO:0007000, GO:0006417, GO:0019904, GO:0001093, GO:0014032, GO:0042306, GO:0031428
PAVE1_DN11087_c0_g1_i1.p1	GO:0005654, GO:0005634, GO:0044406, GO:0019955, GO:0019899, GO:0020005, GO:0031410, GO:0005737, GO:0005525, GO:0050830, GO:0015629, GO:0071346, GO:0012506, GO:0071222, GO:0042803, GO:0030507, GO:0003779, GO:0002376, GO:0035458, GO:0042832, GO:0019003, GO:0003924, GO:0051879, GO:0005794, GO:0048471, GO:0005829, GO:0000139
PAVE1_DN724_c0_g1_i1.p1	GO:0005856, GO:0016021, GO:0042383, GO:0005882, GO:0030315, GO:0033017, GO:0030018, GO:0005515, GO:0016529, GO:0065002, GO:0014802, GO:1902430, GO:0046324, GO:0005737
PAVE1_DN11881_c0_g2_i3.p1	GO:0007249, GO:0005515, GO:0006915, GO:0005886, GO:0043066
PAVE1_DN36169_c0_g1_i1.p1	GO:0006468, GO:0016021, GO:0004672, GO:0046835, GO:0005789, GO:0019200, GO:0005524, GO:0006493, GO:0005783
PAVE1_DN11890_c0_g1_i2.p1	GO:0075528, GO:0030246, GO:0016021, GO:0016020, GO:0030683, GO:0055036, GO:0043657, GO:0044177, GO:0019031, GO:0044156, GO:0044178, GO:0020002
PAVE1_DN101_c0_g3_i1.p1	GO:0005262, GO:0030246, GO:0016021, GO:0005509, GO:0050982, GO:0005886, GO:0070588
PAVE1_DN4580_c0_g2_i1.p1	GO:0098609, GO:0016021, GO:0098641, GO:0016328, GO:0005886, GO:0005923
PAVE1_DN58052_c0_g1_i1.p1	GO:0020037, GO:0046872, GO:0006979, GO:0005576, GO:0098869, GO:0050830, GO:0004601
PAVE1_DN7901_c0_g1_i1.p1	GO:0045138, GO:0008045, GO:0005615, GO:0010862, GO:0040039, GO:0005125, GO:0008083, GO:0005576, GO:0033563, GO:0060395, GO:0007399, GO:0043057, GO:0005160, GO:0042221
PAVE1_DN51540_c0_g1_i1.p1	GO:0042592, GO:0019864, GO:0042802, GO:0004190, GO:0005576, GO:0005886, GO:0007411, GO:0007155
PAVE1_DN4910_c0_g1_i1.p1	GO:0005856, GO:0005874, GO:0005634, GO:0008017, GO:0005737, GO:0046600, GO:0005813, GO:0005814
PAVE1_DN1451_c1_g1_i1.p2	GO:0006508, GO:0004190, GO:0005739
PAVE1_DN20244_c0_g1_i1.p1	GO:0005515, GO:0005654, GO:0005634, GO:0005682, GO:0005681, GO:0005829, GO:0007049, GO:0008284, GO:0046540, GO:0000398
PAVE1_DN46077_c0_g1_i1.p1	GO:0019901, GO:0000722, GO:0005634, GO:0000408, GO:0002949, GO:0005737, GO:0005829
PAVE1_DN47158_c0_g1_i2.p1	GO:0005886, GO:0090136, GO:0016021, GO:0005515
PAVE1_DN34681_c0_g1_i1.p1	GO:0005856, GO:0005515, GO:0005737, GO:0007099, GO:0005814
PAVE1_DN83839_c0_g1_i1.p1	GO:0005515, GO:0070180, GO:0016020, GO:0042788, GO:0022626, GO:0022625, GO:1990932, GO:0005737, GO:0003735, GO:0005829, GO:0005730, GO:0045202, GO:0005925, GO:0002181, GO:0097421
PAVE1_DN56610_c0_g1_i1.p1	GO:0016236, GO:0005634, GO:0051321, GO:0006501, GO:0005737, GO:0005829, GO:0015031, GO:0003968
PAVE1_DN5803_c0_g2_i3.p1	GO:0051592, GO:0005654, GO:0006915, GO:0031463, GO:0005634, GO:0005509, GO:0045766, GO:0032007, GO:0010595, GO:0051898, GO:0048306, GO:0005737, GO:0014029, GO:0036324, GO:0000287, GO:0001525, GO:1990756, GO:0006888, GO:0006919, GO:0043495, GO:0042803, GO:0070971, GO:1902527, GO:0006886, GO:0030948, GO:0048208, GO:0030127, GO:0005789, GO:0001938, GO:0005768, GO:0005829, GO:0034605, GO:0014032, GO:0012507, GO:0005783
PAVE1_DN10573_c0_g1_i2.p1	GO:0106310, GO:0006468, GO:0007165, GO:0005737, GO:0034599, GO:0004683, GO:0005524, GO:0005516, GO:0004712
PAVE1_DN12575_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0042127, GO:0090559, GO:0030165, GO:0043066, GO:0030334
PAVE1_DN60836_c0_g1_i1.p1	GO:0005515, GO:0016021, GO:0150077, GO:0016020, GO:0038023, GO:0009897
PAVE1_DN38120_c0_g1_i1.p1	GO:0003968, GO:0005886, GO:0006112, GO:0005515
PAVE1_DN71708_c0_g1_i1.p1	GO:0030674, GO:0005768, GO:0010008, GO:0032266, GO:0072657
PAVE1_DN6898_c0_g1_i5.p1	GO:0071312, GO:0005634, GO:0008630, GO:0071230, GO:0005759, GO:0001836, GO:0034097, GO:0005856, GO:0019901, GO:0046898, GO:0097284, GO:0046902, GO:0097192, GO:0031410, GO:0005737, GO:0008284, GO:0040008, GO:0005813, GO:1902236, GO:0007281, GO:0070584, GO:0008584, GO:0071480, GO:0005739, GO:0051402, GO:0007283, GO:0071839, GO:1900118, GO:0031965, GO:0005741, GO:0043524, GO:0042803, GO:0045202, GO:0046982, GO:1903077, GO:1902230, GO:0097136, GO:0030672, GO:0001541, GO:0016021, GO:0051607, GO:0005829, GO:0032465, GO:1902042, GO:0008283, GO:0051434, GO:0009566, GO:0005783, GO:0051881
PAVE1_DN58040_c0_g1_i1.p1	GO:0019955, GO:0016021, GO:0016020, GO:0038023, GO:0039652
PAVE1_DN12664_c0_g1_i2.p1	GO:0005515, GO:0045040, GO:0030150, GO:0005741, GO:0001401, GO:0070096, GO:0005739
PAVE1_DN23120_c0_g1_i1.p1	GO:0046872, GO:0043197, GO:0008076, GO:0045211, GO:0042383, GO:0099060, GO:0044325, GO:0086091, GO:1902282, GO:0098915, GO:0097623, GO:0098982, GO:0005250, GO:0030425, GO:0043025, GO:0034765, GO:0014069, GO:0051260
PAVE1_DN13602_c0_g1_i1.p1	GO:0043153, GO:0005515, GO:0004842, GO:0016567, GO:0019005, GO:0005634, GO:0000086, GO:0005737, GO:0005829, GO:0031146, GO:0051726
PAVE1_DN37910_c0_g1_i1.p1	GO:0046872, GO:0003924, GO:0032008, GO:0005525, GO:0005886, GO:0007264, GO:0019003
PAVE1_DN58231_c0_g1_i1.p1	GO:0017124, GO:0005634, GO:0006281, GO:0051276, GO:0005737, GO:0045143, GO:0007049, GO:0051301, GO:2000816
PAVE1_DN20436_c0_g2_i1.p1	GO:0050832, GO:0031640, GO:0050829, GO:0005576, GO:0106417, GO:0050830, GO:0048650, GO:0004167
PAVE1_DN16776_c0_g1_i2.p1	GO:0005788, GO:0016757, GO:0030204, GO:0030205, GO:0005783
PAVE1_DN79912_c0_g1_i1.p1	GO:0000812, GO:0005634, GO:0005125, GO:0000785, GO:0005126, GO:0006338, GO:0006355
PAVE1_DN39127_c0_g1_i1.p1	GO:0030683, GO:0005515, GO:0039553, GO:0005576
PAVE1_DN606_c0_g5_i1.p1	GO:0051224, GO:0051493, GO:0046740, GO:0015630, GO:0008017, GO:0006952, GO:0010497, GO:0005737, GO:0002230, GO:0003723
PAVE1_DN71158_c0_g1_i1.p1	GO:0006364, GO:0048255, GO:0006397, GO:0005515, GO:0042254, GO:0017004, GO:0005739
PAVE1_DN63139_c0_g1_i1.p1	GO:0045226, GO:0016020, GO:0030213, GO:0050501, GO:0085029, GO:0005887
PAVE1_DN36395_c0_g1_i1.p1	GO:0046872, GO:0016798, GO:0005615, GO:0006685, GO:0061750, GO:0005576, GO:0046513, GO:0005764, GO:1905691
PAVE1_DN13106_c0_g1_i2.p1	GO:0005515, GO:0003713, GO:0071014, GO:0003690, GO:0043021, GO:0000398
PAVE1_DN31638_c0_g1_i1.p1	GO:0007218, GO:0005886, GO:0008528, GO:0005887
PAVE1_DN71732_c0_g1_i1.p2	GO:0005515, GO:0007283, GO:0043065, GO:0005634, GO:0005777
PAVE1_DN7439_c0_g1_i1.p1	GO:0048316, GO:0000325, GO:0008152, GO:0004561, GO:0051781, GO:0009793
PAVE1_DN3390_c1_g3_i1.p1	GO:0016192, GO:0005515, GO:0034620, GO:0005634, GO:0005737, GO:0005524, GO:0051085, GO:0070062, GO:0042026
PAVE1_DN22302_c0_g1_i1.p1	GO:0008270, GO:0005634, GO:0006366, GO:0000438, GO:0006357, GO:0006289, GO:0005675
PAVE1_DN131_c0_g1_i8.p1	GO:0005515, GO:0030030, GO:0035082, GO:0007420, GO:0005929
PAVE1_DN1517_c0_g1_i5.p1	GO:0046718, GO:0075521, GO:0042169, GO:0005576
PAVE1_DN11845_c0_g1_i2.p1	GO:0015106, GO:1902476, GO:0015701, GO:0005254, GO:0019532, GO:0005886, GO:1902358, GO:0015301, GO:0008271, GO:0019531, GO:0005887
PAVE1_DN6040_c0_g1_i1.p1	GO:0045335, GO:0010951, GO:0004869, GO:0009617, GO:0005737, GO:0005829
PAVE1_DN46624_c0_g1_i1.p1	GO:0005515, GO:0007283, GO:0043065, GO:0005634, GO:0005777
PAVE1_DN5533_c1_g2_i15.p1	GO:0000111, GO:0010777, GO:0005634, GO:0071942, GO:0005737, GO:0005829, GO:0003684, GO:0003697, GO:0006289
PAVE1_DN1052_c0_g1_i2.p1	GO:0046872, GO:0016021, GO:0006487, GO:0008454, GO:0005794, GO:0000139
PAVE1_DN22784_c0_g1_i1.p1	GO:0006909, GO:0031532, GO:0005634, GO:0007165, GO:0005737, GO:0043652, GO:0035591, GO:1903356, GO:0005886, GO:0016477, GO:0030971, GO:1902742, GO:1901076, GO:0044877
PAVE1_DN2602_c1_g1_i1.p1	GO:0042592, GO:0042802, GO:0005576, GO:0005886, GO:0007411, GO:0007155
PAVE1_DN77134_c0_g1_i1.p1	GO:0106310, GO:0004674, GO:0006468, GO:0030430, GO:0007165, GO:0042025, GO:0019033, GO:0005524, GO:0004712
PAVE1_DN426_c0_g1_i1.p1	GO:0005856, GO:0031514, GO:0005515, GO:0007283, GO:0030154, GO:0001536, GO:1904158, GO:0005737, GO:0005739, GO:0005930, GO:0003341
PAVE1_DN69745_c0_g1_i1.p1	GO:1903873, GO:0005634, GO:0051321, GO:0006281, GO:0004857, GO:0007130, GO:0043086, GO:0045950, GO:0006310, GO:0000794
PAVE1_DN75481_c0_g1_i1.p1	GO:0016021, GO:0008076, GO:0005515, GO:0071805, GO:0005886, GO:0034765, GO:0005249, GO:0051260
PAVE1_DN67113_c0_g1_i1.p1	GO:0030683, GO:0016020, GO:0016021, GO:0030246
PAVE1_DN5745_c0_g3_i1.p1	GO:0006882, GO:0009749, GO:0016021, GO:0061088, GO:0005385, GO:0010043, GO:0031410, GO:0071577, GO:0030073, GO:0005886, GO:0030658
PAVE1_DN3707_c0_g1_i9.p1	GO:0008412, GO:0005666, GO:0050832, GO:0005743, GO:0008299, GO:0050829, GO:0031305, GO:0003899, GO:0002083, GO:0008340, GO:0006383, GO:0050830, GO:0006744, GO:0047293, GO:0005739
PAVE1_DN19595_c0_g2_i1.p1	GO:0070213, GO:0044423, GO:0106274
PAVE1_DN42375_c0_g1_i1.p1	GO:0005737, GO:0005515, GO:0071470
PAVE1_DN56361_c0_g1_i1.p1	GO:0005856, GO:0046872, GO:0043983, GO:0006915, GO:0043966, GO:0005634, GO:0042995, GO:0005737, GO:0043981, GO:0000123, GO:0043982, GO:0005694, GO:0043984, GO:0006357
PAVE1_DN20983_c0_g1_i1.p1	GO:0008270, GO:0030433, GO:0016021, GO:0016567, GO:0043123, GO:0061630, GO:0045087, GO:0005789, GO:0016239, GO:0005737, GO:0016874, GO:0005783, GO:0051092
PAVE1_DN72722_c0_g1_i1.p1	GO:0005856, GO:0106310, GO:0005819, GO:0006468, GO:0004674, GO:0005634, GO:0005737, GO:0007049, GO:0005694, GO:0005524, GO:0000775, GO:0000776, GO:0007059, GO:0004712
