NYGR1_DN1492_c0_g1_i2.p1	GO:0004364, GO:0006749, GO:0005737
NYGR1_DN11691_c0_g2_i4.p1	GO:0005769, GO:0030099, GO:0005829, GO:0033673, GO:0051092, GO:0043027, GO:0018171, GO:0001893, GO:0005737, GO:0007005, GO:0045454, GO:0034614, GO:0051881, GO:0008022, GO:0019901, GO:0042802, GO:0042542, GO:0098869, GO:0008284, GO:0008379, GO:0043524, GO:0032496, GO:0032991, GO:0006915, GO:0005739, GO:0043154, GO:0042744
NYGR1_DN26841_c0_g2_i1.p1	GO:0006915, GO:0005739, GO:0007007, GO:0090201, GO:0005515, GO:0005743, GO:0031305
NYGR1_DN28124_c0_g1_i1.p1	GO:0005765, GO:0045671, GO:0006914, GO:0010506, GO:0004930, GO:0016021, GO:1904263, GO:0043087, GO:0005515, GO:0150032, GO:0005764, GO:0045779, GO:0046849
NYGR1_DN12931_c0_g1_i1.p1	GO:0035845, GO:0042461, GO:0060042, GO:0016887, GO:0043584, GO:0005929, GO:0005737, GO:0005856, GO:0060041, GO:0048884, GO:0046530, GO:0005874, GO:0005871, GO:0043197, GO:0005524, GO:0003777, GO:0007018, GO:0045202, GO:0060271, GO:0048793, GO:0008017, GO:0036372, GO:0048731, GO:0048839
NYGR1_DN23193_c0_g2_i1.p1	GO:0005886, GO:0005515, GO:0016021, GO:0008285
NYGR1_DN3157_c0_g1_i1.p1	GO:0005737, GO:0045787, GO:0050673, GO:0005886, GO:0016021, GO:0042060, GO:1901727, GO:0005515, GO:0030496, GO:0005794, GO:0000139
NYGR1_DN21217_c0_g1_i2.p1	GO:0005550, GO:0035276, GO:0035275, GO:0016020, GO:0034605, GO:0009617, GO:0045087, GO:0016021, GO:0034644, GO:0035274
NYGR1_DN49929_c0_g1_i1.p1	GO:0016880, GO:0005524, GO:0019427, GO:0005829, GO:0005730, GO:0016573, GO:0005634, GO:0016208, GO:0003987
NYGR1_DN1022_c0_g1_i4.p1	GO:0043186, GO:0016324, GO:0007281, GO:0005886, GO:0016021, GO:0017151, GO:0018996, GO:0005737
NYGR1_DN3516_c1_g3_i1.p1	GO:0098808, GO:0003743, GO:0001732, GO:0006412, GO:0005852, GO:0002191, GO:0033290, GO:0016282, GO:0005737
NYGR1_DN49088_c0_g1_i1.p1	GO:0003677, GO:0030683, GO:0005737, GO:0039548
NYGR1_DN43933_c0_g1_i1.p1	GO:0033578, GO:0008424, GO:0006487, GO:0046872, GO:0046702, GO:0016021, GO:0036071, GO:0032580, GO:0005794
NYGR1_DN6983_c0_g1_i1.p1	GO:0043565, GO:0007417, GO:0005634
NYGR1_DN46022_c0_g1_i1.p1	GO:0032012, GO:0045171, GO:0005085, GO:0005829, GO:0005886, GO:0034451, GO:0050790, GO:0008289
NYGR1_DN26030_c0_g1_i1.p1	GO:0008340, GO:0007258, GO:0061629, GO:0031333, GO:0018107, GO:0034976, GO:0048599, GO:0005737, GO:0030154, GO:0050829, GO:1903843, GO:0007283, GO:1990169, GO:0042594, GO:0017151, GO:0008022, GO:0004712, GO:0005524, GO:0006986, GO:0046686, GO:0106310, GO:1903026, GO:0004705, GO:0093002, GO:0048477, GO:1900181, GO:0005634, GO:0000003, GO:0010629, GO:0007254, GO:0097237, GO:0007140, GO:1900425, GO:0033120
NYGR1_DN3071_c0_g5_i1.p1	GO:0007165, GO:0000405, GO:0003697, GO:0005737
NYGR1_DN11001_c0_g1_i1.p1	GO:0045944, GO:0046872, GO:0001228, GO:0000978, GO:0005634
NYGR1_DN38351_c0_g1_i1.p1	GO:0010764, GO:0015031, GO:0005929, GO:1900016, GO:0035869, GO:0010760, GO:0061041, GO:0070121, GO:0005249, GO:0050728, GO:0060271, GO:0006954, GO:0005737
NYGR1_DN27085_c0_g1_i1.p1	GO:0005515, GO:0005634, GO:0019046, GO:0005737
NYGR1_DN45561_c0_g1_i2.p1	GO:0005965, GO:0018344, GO:0004660, GO:0018343, GO:0004662, GO:0005953, GO:0005737
NYGR1_DN2047_c0_g1_i1.p1	GO:0090305, GO:0003723, GO:0016592, GO:0004527, GO:0005634
NYGR1_DN27563_c0_g1_i1.p1	GO:0003713, GO:0045892, GO:0005654, GO:0003714, GO:0046872, GO:0003677, GO:0045893, GO:0005829, GO:0005515, GO:0005634
NYGR1_DN31759_c0_g1_i1.p1	GO:0031625, GO:0043161, GO:0016567, GO:0016607, GO:0030162, GO:0005634, GO:0005737
NYGR1_DN20005_c0_g1_i3.p1	GO:0050714, GO:0006890, GO:0070273, GO:0005794, GO:0048194, GO:0005802, GO:0031985, GO:0005829, GO:0032580, GO:0043001, GO:0007030, GO:0000139
NYGR1_DN3988_c0_g1_i2.p1	GO:0000122, GO:0046872, GO:0005515, GO:0001227, GO:0000977, GO:0005634
NYGR1_DN9788_c0_g1_i1.p1	GO:0042025, GO:0017124, GO:0046872, GO:0030430, GO:0003677, GO:0045893, GO:0039646
NYGR1_DN41239_c0_g1_i1.p1	GO:0007020, GO:0051225, GO:1990498, GO:0051301, GO:0000278, GO:0005515, GO:0000911, GO:0031023
NYGR1_DN44084_c0_g1_i1.p1	GO:0004222, GO:0005576, GO:0006508, GO:0008270
NYGR1_DN46052_c0_g1_i1.p1	GO:0043878, GO:0005737, GO:0019145, GO:0106373, GO:0005829, GO:0030392, GO:0001758, GO:0045202, GO:0018479, GO:0036438, GO:0110095, GO:0030424, GO:0009449, GO:0042572
NYGR1_DN14855_c0_g1_i1.p1	GO:0016020, GO:0047409, GO:0047408, GO:0046485, GO:0016021
NYGR1_DN30916_c0_g1_i1.p1	GO:0004860, GO:1990441, GO:1903676, GO:0060548, GO:0030334, GO:0035591, GO:0005829, GO:1902237, GO:0070262, GO:0033137, GO:0043086, GO:0005783, GO:0046627, GO:0005737, GO:1903679, GO:0045944, GO:0030971, GO:0016477, GO:0005840, GO:0051707, GO:0010976, GO:0030032, GO:0000164, GO:0036493, GO:0012506, GO:1903898, GO:1903912, GO:0007015, GO:0071074, GO:0019904, GO:0046875, GO:0042102, GO:0005634, GO:0048013, GO:0005911, GO:0006930, GO:0005886, GO:0030838, GO:0042110
NYGR1_DN26662_c0_g1_i1.p1	GO:0019082, GO:0003677, GO:0005829, GO:0005737
NYGR1_DN19855_c0_g1_i3.p1	GO:1901096, GO:0006914, GO:0031902, GO:0036020, GO:0016197, GO:0005770, GO:0016021, GO:0031267, GO:0000421, GO:0008333, GO:0005794, GO:0000139
NYGR1_DN34158_c0_g1_i9.p1	GO:1902004, GO:0019900, GO:0005802
NYGR1_DN30342_c0_g1_i1.p1	GO:0006325, GO:0005515, GO:0045815, GO:0005634, GO:0005737
NYGR1_DN40026_c0_g1_i1.p1	GO:0008039, GO:0016021, GO:0097105, GO:0061343, GO:0021682, GO:0072553, GO:0030154, GO:0019991, GO:0008104, GO:0008366, GO:0045202, GO:0005919, GO:0035151, GO:0048513, GO:0005509, GO:0003015, GO:0048786, GO:0005886, GO:0007391, GO:0060857
NYGR1_DN39411_c0_g1_i1.p1	GO:0015347, GO:0005887, GO:0043252, GO:0005886, GO:0055085, GO:0043229, GO:0002164, GO:0035076
NYGR1_DN12258_c0_g1_i1.p1	GO:0046872, GO:0016485, GO:0005886, GO:0016021, GO:0004222
NYGR1_DN2464_c0_g1_i1.p1	GO:0050804, GO:0035235, GO:0032983, GO:0060078, GO:0034220, GO:0035249, GO:0042734, GO:0005886, GO:0016021, GO:0045202, GO:1904315, GO:0015277, GO:0045211
NYGR1_DN1210_c0_g1_i1.p1	GO:0009019, GO:0005654, GO:0002939, GO:0000049, GO:0005634
NYGR1_DN8953_c0_g3_i1.p1	GO:0005856, GO:0005515, GO:0007099, GO:0005814, GO:0005737
NYGR1_DN6828_c0_g2_i12.p1	GO:0005654, GO:0070937, GO:0005829, GO:0048027, GO:0005783, GO:0005737, GO:1990635, GO:0071204, GO:0003730, GO:0043025, GO:0008380, GO:0097452, GO:0008143, GO:2000767, GO:0017148, GO:0016556, GO:0070934, GO:0106002, GO:0090367, GO:0005634, GO:2000623, GO:0016020, GO:1900152, GO:0071346, GO:0006397, GO:0071013
NYGR1_DN4365_c0_g1_i1.p1	GO:0005509, GO:1903035, GO:0099509, GO:0005829, GO:1900271, GO:0045202, GO:0061175, GO:0097467, GO:0030425, GO:0005634
NYGR1_DN36787_c0_g1_i1.p1	GO:0000122, GO:0040029, GO:0005654, GO:0043231, GO:0005925, GO:0005829, GO:0005886, GO:0005730, GO:0005515, GO:0005737
NYGR1_DN19381_c0_g1_i1.p1	GO:0000791, GO:0006357, GO:0061629, GO:0003713, GO:0017022, GO:0003677, GO:0045893, GO:0016514, GO:0071564, GO:0031453, GO:0019904, GO:0035060, GO:0007406, GO:0010628, GO:0005634, GO:0071565
NYGR1_DN4208_c0_g1_i11.p1	GO:0031666, GO:0072686, GO:0005654, GO:0002322, GO:0071222, GO:0004888, GO:0045087, GO:0005730, GO:0005886, GO:0002224, GO:0016021, GO:0005615, GO:0031012, GO:0005515, GO:0006954
NYGR1_DN46183_c0_g1_i8.p2	GO:0001766, GO:0035022, GO:0045060, GO:0006935, GO:0044351, GO:0001768, GO:0005737, GO:0001771, GO:0005856, GO:0005085, GO:0046633, GO:0016477, GO:0045059, GO:0012505, GO:0005096, GO:0050790, GO:0050766, GO:0031267, GO:0030036, GO:0007264, GO:0042608, GO:0005886, GO:0002277
NYGR1_DN11385_c0_g1_i2.p1	GO:0005516, GO:2001033, GO:0033152, GO:0006303, GO:0005737
NYGR1_DN14931_c0_g1_i2.p1	GO:0003723, GO:0005739, GO:0006364, GO:0008173, GO:0001510, GO:0005737
NYGR1_DN2325_c0_g1_i2.p2	GO:0039503, GO:0039547, GO:0030683, GO:0005886, GO:0016021, GO:0005515, GO:0039644
NYGR1_DN34321_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0055085, GO:0022857
NYGR1_DN47307_c0_g1_i1.p1	GO:0031410, GO:0006914, GO:0043550, GO:0005515, GO:0005776, GO:0034976, GO:0035032, GO:0005634, GO:0005737
NYGR1_DN32161_c0_g1_i4.p1	GO:0006896, GO:0006906, GO:0010009, GO:0046872, GO:0006904, GO:0032266, GO:0005794, GO:0005737
NYGR1_DN34433_c0_g1_i1.p1	GO:0030512, GO:0030430, GO:0060392, GO:0019033, GO:0010314, GO:0044177
NYGR1_DN32736_c0_g1_i1.p1	GO:0005856, GO:0072686, GO:0045944, GO:0048471, GO:0006469, GO:0003723, GO:0005737, GO:0000993, GO:0005829, GO:0005813, GO:0006388, GO:0005634, GO:0072669
NYGR1_DN49143_c0_g1_i1.p1	GO:0034230, GO:0016540, GO:0048002, GO:0043373, GO:0031638, GO:0005576, GO:0016324, GO:0030574, GO:0005886, GO:0005515, GO:0005615, GO:0004197, GO:0005764, GO:0042583, GO:0060309
NYGR1_DN6218_c0_g1_i2.p1	GO:0005789, GO:0006506, GO:0016021, GO:0070774, GO:0005783, GO:0005794, GO:0000139
NYGR1_DN1952_c0_g2_i1.p1	GO:0035150, GO:0098592, GO:0035017, GO:0048613, GO:0042302, GO:0040018, GO:0040026, GO:0005576, GO:1903133, GO:0016324, GO:0061063, GO:0098591, GO:0005886, GO:0099512, GO:1905278, GO:0005615, GO:0002064
NYGR1_DN16897_c0_g1_i1.p1	GO:0005524, GO:0003878, GO:0046872, GO:0006629, GO:0005737
NYGR1_DN16129_c0_g1_i1.p1	GO:0006886, GO:0012507, GO:0006888, GO:0044719, GO:0005795, GO:0005789, GO:0005085, GO:0048280, GO:0005737, GO:0001965, GO:0010389, GO:0048211, GO:0032580, GO:0009653, GO:0005783, GO:0045056, GO:0005794, GO:0000139
NYGR1_DN9750_c0_g2_i1.p1	GO:0031047, GO:0030422, GO:0031380, GO:0010025, GO:0003723, GO:0070919, GO:0001172, GO:0003968, GO:0060148, GO:0009751, GO:0009615
NYGR1_DN39261_c0_g1_i1.p1	GO:0051321, GO:0016020, GO:0005515, GO:0016021
NYGR1_DN15097_c0_g1_i1.p1	GO:0006313, GO:0007059, GO:0051301, GO:0003677, GO:0007049, GO:0015074, GO:0009037, GO:0005737
NYGR1_DN39108_c0_g1_i1.p1	GO:0005524, GO:0008299, GO:0006695, GO:0005829, GO:0019287, GO:0004163, GO:0005737
NYGR1_DN6312_c0_g1_i2.p2	GO:0016327, GO:0005887, GO:0005886, GO:0005920, GO:0005515, GO:0019991, GO:0060576, GO:0007496
NYGR1_DN854_c2_g1_i2.p1	GO:0006886, GO:0006896, GO:0000329, GO:0005770, GO:0005829, GO:0003924, GO:0005525, GO:0006897, GO:0061192, GO:0045335, GO:0005634, GO:0005773
NYGR1_DN1990_c0_g1_i1.p1	GO:0016020, GO:0005887, GO:0005515, GO:0039532, GO:1901223
NYGR1_DN46874_c0_g1_i1.p1	GO:0030150, GO:0030430, GO:0045040, GO:0070096, GO:0005515, GO:0019033, GO:0044177
NYGR1_DN32638_c0_g1_i1.p1	GO:0006979, GO:0098869, GO:0046872, GO:0004601, GO:0005576, GO:0050830, GO:0020037
NYGR1_DN32284_c0_g1_i1.p1	GO:0009060, GO:0061630, GO:0005739
NYGR1_DN14444_c0_g1_i1.p1	GO:0003713, GO:0045944, GO:0060070, GO:0008013, GO:1990907, GO:0005634
NYGR1_DN3590_c0_g1_i1.p1	GO:0018026, GO:0016279, GO:0005634, GO:0005829
NYGR1_DN2051_c0_g1_i1.p1	GO:0055093, GO:0032981, GO:0001666, GO:0005739, GO:0007005, GO:0042594, GO:1990204, GO:0006120, GO:0051082, GO:0009408
NYGR1_DN28240_c0_g1_i2.p1	GO:0002084, GO:0007005, GO:0044257, GO:0008474, GO:0009791, GO:0018991, GO:0006898, GO:0005764
NYGR1_DN3355_c0_g1_i2.p1	GO:0005524, GO:0106310, GO:0006468, GO:0004693, GO:0040019, GO:0005634, GO:0007346, GO:0004712, GO:0005737
NYGR1_DN31985_c0_g1_i1.p1	GO:0016020, GO:0016021, GO:1904263, GO:0043547, GO:0005515
NYGR1_DN1095_c0_g5_i1.p1	GO:0030430, GO:0039660, GO:0019033, GO:0039702, GO:0044177
NYGR1_DN32015_c0_g1_i1.p1	GO:0030141, GO:0004252, GO:0031638, GO:0003073
NYGR1_DN248_c0_g1_i2.p1	GO:0005654, GO:0003723, GO:0005515, GO:0071005, GO:0000398, GO:0005634
NYGR1_DN4667_c0_g1_i1.p1	GO:0050804, GO:0008021, GO:0048672, GO:0005576, GO:0008083, GO:0033138, GO:0045664, GO:0007613, GO:0007422, GO:0043524, GO:0021675, GO:0048812, GO:0005615, GO:0007169, GO:0030424, GO:0030425, GO:0038180, GO:0005163
NYGR1_DN557_c0_g1_i3.p1	GO:0040003, GO:0005576, GO:0008011, GO:0062129, GO:0008010, GO:0008061
NYGR1_DN23074_c0_g1_i1.p1	GO:0043614, GO:0002188, GO:0003743, GO:0071540, GO:0001732, GO:0006412, GO:0071541, GO:0003729, GO:0033290, GO:0016282, GO:0005737
NYGR1_DN27786_c0_g1_i1.p1	GO:0042393, GO:0045892, GO:0003682, GO:0009653, GO:0005634, GO:0031519
NYGR1_DN1718_c0_g3_i1.p1	GO:0005739, GO:0046872, GO:0106034, GO:0051537, GO:0005737
NYGR1_DN19077_c0_g1_i1.p1	GO:0017018, GO:0005739, GO:0046872, GO:0034599, GO:0005759, GO:1903715, GO:0061191, GO:0006470, GO:1901098, GO:0023052
NYGR1_DN21999_c0_g1_i1.p2	GO:0000122, GO:0001935, GO:0015630, GO:0046872, GO:0003677, GO:0007049, GO:0006351, GO:0005515, GO:0007346
NYGR1_DN38422_c0_g1_i2.p1	GO:0044877, GO:0007399, GO:0098609, GO:0005911, GO:0005887, GO:0048755, GO:0008039, GO:0007267, GO:0051017, GO:0098636, GO:0005886, GO:0050839, GO:0045202, GO:0097060, GO:0007416, GO:0030424, GO:0048668
NYGR1_DN19363_c0_g1_i2.p1	GO:0017076, GO:0003887, GO:0003697, GO:0046872, GO:0071897, GO:0005658, GO:0019103, GO:0003682, GO:0009965, GO:0003688, GO:0006260, GO:0006272, GO:1902975, GO:0005634, GO:0006273, GO:0051539
NYGR1_DN43119_c0_g1_i1.p1	GO:0005524, GO:0015889, GO:0005765, GO:0005777, GO:0005789, GO:0009235, GO:0042760, GO:0015910, GO:0005778, GO:0006635, GO:0016021, GO:0005324, GO:0005764, GO:0015420, GO:1990830, GO:0007031, GO:0005783
NYGR1_DN3281_c0_g2_i5.p1	GO:0005198, GO:0005576, GO:0006869, GO:1901076
NYGR1_DN14477_c0_g1_i1.p1	GO:0006915, GO:0007165, GO:0032026, GO:0043235, GO:0030198, GO:0042489, GO:0045671, GO:0046685, GO:0046872, GO:0005576, GO:0043627, GO:0005886, GO:0007584, GO:0009410, GO:0031012, GO:0005615, GO:0045779, GO:0001501
NYGR1_DN34788_c0_g1_i2.p1	GO:0016020, GO:0034765, GO:0071805, GO:0016021, GO:0008076, GO:0005249, GO:0030425
NYGR1_DN44965_c0_g1_i1.p1	GO:0000502, GO:0005856, GO:0005769, GO:0005654, GO:0060090, GO:0030139, GO:0070628, GO:0043248, GO:0030433, GO:0005813, GO:0030134, GO:0005793, GO:0005771, GO:0005783, GO:0005634, GO:0005737
NYGR1_DN47242_c0_g1_i1.p1	GO:0035091, GO:0005769, GO:0006622, GO:0031902, GO:0005737, GO:0005770, GO:0031901, GO:0005829, GO:0005764, GO:0031313, GO:0042802, GO:0008333, GO:0045022
NYGR1_DN47188_c0_g1_i4.p1	GO:1903427, GO:0005031, GO:0033209, GO:0019031, GO:0046330, GO:0005886, GO:0016021, GO:0005515, GO:0055036, GO:0010942
NYGR1_DN5014_c0_g1_i4.p1	GO:0006626, GO:0046872, GO:0005576, GO:0045040, GO:0003993, GO:0006109
NYGR1_DN5343_c0_g1_i1.p1	GO:0048471, GO:1905053, GO:0005886, GO:0016021, GO:0005515, GO:0030424, GO:0005737
NYGR1_DN110_c0_g1_i1.p1	GO:0044877, GO:0007399, GO:0098609, GO:0005911, GO:0005887, GO:0048755, GO:0008039, GO:0007267, GO:0051017, GO:0098636, GO:0005886, GO:0050839, GO:0045202, GO:0097060, GO:0007416, GO:0030424, GO:0048668
NYGR1_DN19674_c0_g1_i1.p1	GO:0072344, GO:0001933, GO:0009267, GO:0042335, GO:0046716, GO:0005829, GO:0075522, GO:0044829, GO:1903003, GO:0045879, GO:0005737, GO:0005840, GO:0007626, GO:0001934, GO:0035220, GO:0015935, GO:0031398, GO:0018991, GO:0005080, GO:0048477, GO:0005634, GO:0016243, GO:0030674, GO:0030838, GO:0043022, GO:0005776, GO:0045725
NYGR1_DN596_c0_g1_i1.p1	GO:0005524, GO:0070979, GO:0051301, GO:0005680, GO:0007049, GO:0031145, GO:0010458, GO:0010994, GO:0061631, GO:1904668, GO:0005634
NYGR1_DN393_c0_g1_i12.p1	GO:0043528, GO:0002940, GO:0005829, GO:0000049, GO:0005634, GO:0004809, GO:0005737
NYGR1_DN8395_c0_g1_i2.p1	GO:0005635, GO:0061608, GO:0005654, GO:0043186, GO:0031267, GO:0000278, GO:0007304, GO:0006607, GO:0008139, GO:0005634, GO:0046822, GO:0005737
NYGR1_DN20314_c0_g1_i1.p1	GO:0005815, GO:0043254, GO:0005856, GO:0005819, GO:0010468, GO:0005515, GO:0030496, GO:0005737
NYGR1_DN1748_c0_g1_i4.p1	GO:0008283, GO:0001666, GO:0005654, GO:0021987, GO:0051301, GO:0005576, GO:0007049, GO:0022027, GO:0060236, GO:0030953, GO:0042994, GO:0019904, GO:0007052, GO:0022008, GO:0007091, GO:0030097
NYGR1_DN1784_c0_g1_i2.p1	GO:0003723, GO:0005739, GO:0003677, GO:0000961, GO:0051028, GO:0070129, GO:0005634
NYGR1_DN2560_c2_g1_i1.p1	GO:0062129, GO:0008010, GO:0008011, GO:0040003
NYGR1_DN1036_c0_g1_i1.p1	GO:0005515, GO:0030430, GO:0019050, GO:0039521
NYGR1_DN6273_c0_g1_i2.p1	GO:0005765, GO:0002495, GO:0042287, GO:0005789, GO:0032588, GO:0061630, GO:0031902, GO:0005768, GO:0031901, GO:0005886, GO:0016021, GO:0006955, GO:0008270, GO:0005764, GO:0000209, GO:0005783, GO:0005794, GO:0005737
NYGR1_DN46118_c0_g1_i3.p1	GO:0003839, GO:0061928, GO:0006751, GO:0005737
NYGR1_DN35989_c0_g1_i1.p1	GO:0001662, GO:0099575, GO:0019005, GO:0098978, GO:2000300, GO:0098793, GO:0031146, GO:0004842, GO:0098685, GO:0005737
NYGR1_DN4097_c0_g1_i1.p1	GO:0016021, GO:0016020, GO:0004867, GO:0010951
NYGR1_DN7038_c0_g2_i1.p1	GO:0044163, GO:0003723, GO:0046872, GO:0030683, GO:0030430, GO:0039557, GO:0039548
NYGR1_DN31459_c0_g1_i1.p1	GO:0061629, GO:0051091, GO:0045944, GO:0042692, GO:0048671, GO:0030517, GO:0005829, GO:0043403, GO:0014706, GO:0005634, GO:0005737
NYGR1_DN204_c0_g1_i1.p1	GO:0070530, GO:0000781, GO:0046872, GO:0005634, GO:0030466
NYGR1_DN4979_c0_g1_i1.p1	GO:0006357, GO:0001702, GO:0046872, GO:0000981, GO:0000977, GO:0005634
NYGR1_DN15273_c0_g1_i1.p1	GO:0005654, GO:0071821, GO:0003677, GO:0003682, GO:0005515, GO:0000785, GO:0036297, GO:0043240, GO:0005634
NYGR1_DN19149_c0_g1_i1.p1	GO:0015125, GO:0005887, GO:0043252, GO:0005886, GO:0055085, GO:0015721, GO:0015347
NYGR1_DN3279_c0_g1_i10.p1	GO:0005515, GO:0005576, GO:0045087, GO:0042742
NYGR1_DN7143_c0_g1_i1.p1	GO:0004364, GO:0005576, GO:0006749
NYGR1_DN4482_c0_g1_i1.p1	GO:0005524, GO:0005789, GO:0030433, GO:0016021, GO:0000209, GO:0061631, GO:0005783, GO:0005634
NYGR1_DN222_c0_g1_i2.p1	GO:0005125, GO:0005139, GO:0005576, GO:0046718, GO:0019064
NYGR1_DN135_c0_g1_i2.p1	GO:0005576, GO:0006508, GO:0030246, GO:0009897
NYGR1_DN26027_c0_g1_i1.p1	GO:0016020, GO:0061133, GO:0060465, GO:0009792, GO:0048598, GO:0007281, GO:0016021, GO:0007220, GO:0007219, GO:0045165
NYGR1_DN14249_c0_g1_i1.p1	GO:0005515, GO:0031146, GO:0019005
NYGR1_DN745_c0_g2_i4.p1	GO:0006357, GO:0046872, GO:0000981, GO:0000978, GO:0005634
NYGR1_DN47907_c0_g1_i1.p1	GO:0016236, GO:0000045, GO:0034045, GO:0005515, GO:1990846, GO:0032258, GO:0000422
NYGR1_DN1134_c0_g1_i9.p1	GO:0007608, GO:0005549, GO:0005576, GO:0050896
NYGR1_DN31595_c0_g1_i1.p1	GO:0006886, GO:0009860, GO:0005801, GO:0006891, GO:0005794, GO:0017119, GO:0042803, GO:0007030, GO:0000139
NYGR1_DN47172_c0_g1_i2.p1	GO:0005635, GO:0003824, GO:0005637, GO:0016021, GO:0005515, GO:0001654, GO:0005634
NYGR1_DN995_c1_g2_i2.p1	GO:0016020, GO:0006811, GO:0001618, GO:0070287, GO:0016021, GO:0033644, GO:0001786
NYGR1_DN998_c0_g1_i1.p1	GO:0003713, GO:0006367, GO:0051123, GO:0046982, GO:0045893, GO:0005669, GO:0070578, GO:1900370, GO:0016251, GO:0005634, GO:0005737
NYGR1_DN46260_c0_g1_i2.p1	GO:0006357, GO:0003723, GO:0016055, GO:0000981, GO:0000978, GO:0005634
NYGR1_DN33375_c0_g1_i1.p1	GO:0031625, GO:0005635, GO:0005654, GO:0046872, GO:0061630, GO:0042127, GO:0006513, GO:0007276, GO:0036297, GO:0000785, GO:0043240, GO:0016604, GO:0005634, GO:0005737
NYGR1_DN1456_c0_g1_i1.p1	GO:0008514, GO:0005524, GO:0016020, GO:0015562, GO:0140359, GO:0016021, GO:0015711, GO:0055085
NYGR1_DN10552_c0_g1_i2.p1	GO:0046628, GO:0008340, GO:0010888, GO:0031430, GO:0014067, GO:0042594, GO:0030246, GO:0061965, GO:0007155, GO:0005886, GO:0016021, GO:0005515, GO:0055120, GO:0046627, GO:0030054
NYGR1_DN33288_c0_g1_i1.p1	GO:0010051, GO:0005856, GO:0007010, GO:0005874, GO:0009832, GO:0008017, GO:0071555, GO:0005737
NYGR1_DN18122_c0_g1_i1.p1	GO:0006508, GO:0004197, GO:0005615, GO:0005764, GO:0050790
NYGR1_DN4174_c0_g1_i2.p1	GO:0016020, GO:0008643, GO:0016021, GO:0055085, GO:0022857
NYGR1_DN5642_c2_g1_i1.p1	GO:0005739, GO:0006310, GO:0008168, GO:0015074
NYGR1_DN26357_c0_g1_i1.p1	GO:0016020, GO:0035613, GO:0003964, GO:0030430, GO:0019028, GO:0006278, GO:0003677, GO:0072494, GO:0015074, GO:0004523, GO:0006281, GO:0032993, GO:0019013, GO:0008270, GO:0090502, GO:0020002, GO:0006310, GO:0044185
NYGR1_DN47105_c0_g1_i1.p1	GO:0005694, GO:0051382, GO:0051301, GO:0000775, GO:0007049, GO:0005829, GO:0000776, GO:0005515, GO:0000070, GO:0031511, GO:0005874, GO:0005634
NYGR1_DN26363_c0_g1_i1.p1	GO:0005856, GO:0005819, GO:0070979, GO:0051301, GO:0005680, GO:0007049, GO:0031145, GO:0019903, GO:0005634, GO:0045842, GO:0005737
NYGR1_DN6599_c2_g1_i5.p1	GO:0031860, GO:0051321, GO:0030870, GO:0000706, GO:0003690, GO:0005654, GO:0042138, GO:0035306, GO:0005737, GO:0007534, GO:0005634, GO:0006281, GO:0000723, GO:0010791, GO:0042802, GO:0000014, GO:1905779, GO:0000737
NYGR1_DN19602_c0_g1_i1.p2	GO:0031625, GO:0032933, GO:0008203, GO:0005789, GO:0045717, GO:0045541, GO:0030433, GO:0016021, GO:0015485, GO:0005783, GO:0045121, GO:0032991
NYGR1_DN292_c0_g1_i6.p1	GO:0016338, GO:0030198, GO:0007411, GO:0007156, GO:0005886, GO:0008038, GO:0005615, GO:0031012, GO:0031225, GO:0050839
NYGR1_DN2925_c0_g1_i2.p1	GO:0005694, GO:0000782, GO:0042162, GO:0000781, GO:0000775, GO:0016233, GO:0005634
NYGR1_DN3335_c0_g1_i2.p1	GO:0005654, GO:0045292, GO:0003723, GO:0005515, GO:0005681, GO:0000380, GO:0005634
NYGR1_DN12091_c0_g1_i1.p1	GO:0046872, GO:0009117, GO:0005634, GO:0062154, GO:0005737
NYGR1_DN47062_c0_g1_i1.p1	GO:0005887, GO:0009617, GO:0007155, GO:0005886, GO:0043199, GO:0050839
NYGR1_DN48293_c0_g1_i1.p1	GO:0016020, GO:0005576, GO:0006935, GO:0016021, GO:0005515, GO:0005615
NYGR1_DN22631_c0_g1_i1.p1	GO:0004857, GO:0005978, GO:0044732, GO:0035861, GO:0043086, GO:0005634, GO:0045818
NYGR1_DN23602_c0_g1_i1.p1	GO:0050479, GO:0006643, GO:0005886, GO:0016021, GO:0005506, GO:0016126
NYGR1_DN1877_c0_g1_i3.p1	GO:0060061, GO:0005635, GO:0097065, GO:0016055, GO:0005515, GO:0030178, GO:0005634
NYGR1_DN14674_c0_g1_i1.p1	GO:0061507, GO:0006487, GO:0005789, GO:0034599, GO:0016021, GO:0035438, GO:0042803, GO:0005783
NYGR1_DN8094_c0_g1_i5.p1	GO:0006357, GO:0046872, GO:0003677, GO:0005515, GO:0015630
NYGR1_DN5997_c0_g1_i4.p1	GO:0003713, GO:0030336, GO:0005829, GO:0005923, GO:0032486, GO:0070821, GO:0005737, GO:0031954, GO:0003925, GO:0005515, GO:0055038, GO:0044291, GO:0030033, GO:0055037, GO:0090557, GO:0070062, GO:0019003, GO:0045893, GO:0005886, GO:0061097, GO:0005525
NYGR1_DN4104_c1_g1_i2.p1	GO:0004185, GO:0005576, GO:0006508
