DRYU1_DN6430_c0_g1_i3.p1	GO:0006355, GO:0005634, GO:0003700
DRYU1_DN7568_c0_g1_i2.p1	GO:0045938, GO:0005737, GO:0042759, GO:0004467, GO:0005524, GO:0070050, GO:0005515, GO:0034976
DRYU1_DN6308_c0_g1_i2.p1	GO:0005524, GO:0000381, GO:0005634, GO:0003724, GO:0016887, GO:0006364, GO:0003723
DRYU1_DN27999_c0_g1_i1.p1	GO:0006897, GO:0043410, GO:0005576, GO:1903746, GO:0004252, GO:0031648, GO:0002164, GO:0005044, GO:1905941, GO:0006508, GO:0016020, GO:0031103, GO:0005615
DRYU1_DN11101_c0_g1_i1.p1	GO:0050914, GO:0035199, GO:0035002, GO:0005887, GO:0015280, GO:0009651, GO:0035725, GO:0016020
DRYU1_DN2903_c0_g1_i1.p1	GO:0007420, GO:0006465, GO:0016798, GO:0005775, GO:0005794, GO:0022008, GO:0005537, GO:0070085, GO:0005829, GO:0016021, GO:0007040, GO:0005783, GO:0007601, GO:1904426, GO:0005765, GO:0042147, GO:0005764, GO:0007042, GO:0005515, GO:0048471
DRYU1_DN34749_c0_g1_i1.p1	GO:0005737, GO:0009566, GO:0005634, GO:0008584, GO:0008157, GO:0030534
DRYU1_DN11938_c0_g1_i1.p1	GO:0010628, GO:0060070, GO:1990907, GO:0045944, GO:0019900, GO:0007507, GO:0007476, GO:0007367, GO:0001222, GO:0072091, GO:0007435, GO:0009880, GO:0035293, GO:0048546, GO:0000978, GO:0005634, GO:0045892, GO:0007500, GO:0001228, GO:0035277, GO:0090254
DRYU1_DN3927_c0_g1_i1.p1	GO:0000445, GO:0003729, GO:0005634, GO:0006368, GO:0006406, GO:0000346
DRYU1_DN7257_c0_g1_i1.p1	GO:0005525, GO:0006909, GO:0003924, GO:0005886, GO:0005794, GO:0000139, GO:0005811
DRYU1_DN8680_c0_g1_i1.p1	GO:0050914, GO:0035199, GO:0035002, GO:0005887, GO:0015280, GO:0009651, GO:0035725, GO:0016020
DRYU1_DN1730_c0_g1_i1.p1	GO:0001708, GO:0030154, GO:0007219, GO:0043055, GO:0007154, GO:0030431, GO:0032809, GO:0005887, GO:0031253, GO:0005886, GO:0002119, GO:0040028, GO:1905936, GO:0110011, GO:2000648, GO:0042661, GO:0008406, GO:0005112
DRYU1_DN22587_c0_g1_i1.p1	GO:0000981, GO:0005634, GO:0006357, GO:0046872, GO:0000977
DRYU1_DN7415_c0_g1_i5.p1	GO:0004386, GO:0010212, GO:0030716, GO:0051301, GO:0043150, GO:0005524, GO:0005634, GO:0007131, GO:0000711, GO:0045003, GO:0048477, GO:0003677, GO:0051321, GO:0006338, GO:0016817, GO:0140658
DRYU1_DN1426_c0_g1_i1.p1	GO:0005737, GO:0003729, GO:0005634, GO:1990904, GO:0005515, GO:0016973
DRYU1_DN1733_c0_g1_i3.p1	GO:0030672, GO:0030285, GO:0030141, GO:0005887, GO:0007268, GO:0005515, GO:0042470, GO:0070062, GO:0008021
DRYU1_DN2260_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0005634, GO:0008270, GO:0008033
DRYU1_DN659_c0_g1_i23.p1	GO:0003779, GO:0043025, GO:0000226, GO:0044307, GO:0150001, GO:0030424, GO:0050882, GO:0016358, GO:1904115, GO:0070050, GO:0043194, GO:0005198, GO:0032435, GO:1901588, GO:0007409, GO:0005856, GO:0099641, GO:0005829, GO:0008017, GO:0008306, GO:0007613, GO:0031114, GO:0045202, GO:1902817, GO:0048156, GO:0043198, GO:0005875, GO:0008093, GO:0099642, GO:1990535, GO:0048167, GO:2000010
DRYU1_DN34511_c0_g1_i1.p1	GO:0003341, GO:0006974, GO:0061966, GO:0005634, GO:0005654, GO:0005515, GO:0010468, GO:0071494, GO:0035082
DRYU1_DN35393_c0_g1_i1.p1	GO:0042802, GO:0005634, GO:0005654, GO:0003690, GO:0140297, GO:0000122, GO:0040029
DRYU1_DN6413_c0_g1_i2.p1	GO:0005634, GO:0003677, GO:0007417
DRYU1_DN4371_c0_g1_i15.p1	GO:0016567, GO:0005634, GO:0031625, GO:0005737
DRYU1_DN5725_c0_g1_i1.p1	GO:0140311, GO:0005119, GO:0005886, GO:0007224, GO:0042073, GO:0030707, GO:0042981, GO:0035591, GO:0042994, GO:0005929, GO:0005737, GO:0007476, GO:0031234, GO:0003777, GO:0012506, GO:0005856, GO:0005829, GO:0019901, GO:0008017, GO:0005524, GO:0016887, GO:0005871, GO:0008134, GO:0045879, GO:0005874, GO:0031625, GO:0035301
DRYU1_DN2198_c1_g2_i1.p1	GO:0015629, GO:0070648, GO:0070649, GO:0110085, GO:1903475, GO:0030050, GO:0005737, GO:0051015, GO:0000146, GO:0005829, GO:0005524, GO:0030864, GO:1903478, GO:0005516, GO:0120104, GO:1990819, GO:0031982, GO:0016459, GO:1904601, GO:0032153
DRYU1_DN12918_c2_g1_i2.p2	GO:0000217, GO:0106069, GO:0007130, GO:0030437, GO:0090173, GO:0007129, GO:0007131, GO:0033235, GO:0000794, GO:0010520, GO:0051321, GO:0016925
DRYU1_DN1108_c0_g1_i3.p1	GO:1903539, GO:0030136, GO:0009791, GO:0005905, GO:0005794, GO:0008021, GO:0005546, GO:1902683, GO:0006511, GO:0032050, GO:0010940, GO:0042734, GO:0098894, GO:0048488, GO:0048268, GO:0040011, GO:0000149, GO:0072583, GO:0005545, GO:0016185
DRYU1_DN1137_c0_g1_i5.p1	GO:0005737, GO:0010172, GO:0016477, GO:0000902, GO:0030031, GO:0043005, GO:0031209, GO:0000340, GO:0030833, GO:0045202, GO:0031267, GO:0007411, GO:2000370, GO:1901046, GO:0006417
DRYU1_DN4290_c0_g1_i1.p1	GO:0005737, GO:0005634, GO:0071704, GO:0008270, GO:0044238
DRYU1_DN6595_c0_g1_i1.p1	GO:0005739, GO:0016021, GO:0003231, GO:0015299, GO:1903779, GO:0016020, GO:0007507
DRYU1_DN22764_c0_g1_i1.p1	GO:0000812, GO:0000785, GO:0006355, GO:0005634, GO:0006338, GO:0003723
DRYU1_DN1860_c0_g1_i4.p1	GO:0030659, GO:0031965, GO:0005901, GO:0001778, GO:0016021, GO:0031410, GO:0005634, GO:0005543, GO:0061025, GO:0007520, GO:0005886, GO:0046872
DRYU1_DN4378_c0_g1_i2.p1	GO:0035038, GO:0061827, GO:0050699, GO:0035039, GO:0033011, GO:0036126, GO:0005634, GO:0045893, GO:0031490, GO:0051480, GO:0003713, GO:0007343, GO:0051321
DRYU1_DN5657_c1_g1_i1.p1	GO:0005829, GO:0005524, GO:0005681, GO:0005634, GO:0003724, GO:0016887, GO:0045292, GO:0003723
DRYU1_DN11992_c0_g1_i1.p1	GO:0050914, GO:0035199, GO:0035002, GO:0005887, GO:0015280, GO:0009651, GO:0035725, GO:0016020
DRYU1_DN2284_c0_g1_i3.p1	GO:0051301, GO:0007155, GO:0005737, GO:0006508, GO:0016020, GO:0046872, GO:0004222, GO:0007049
DRYU1_DN7957_c0_g3_i1.p1	GO:0005634, GO:0003677, GO:0007417
DRYU1_DN1821_c0_g1_i7.p1	GO:0005856, GO:0005525, GO:0005737, GO:0005874, GO:0000226, GO:0000278, GO:0005200
DRYU1_DN28054_c0_g1_i1.p1	GO:0005856, GO:0006612, GO:0019904, GO:0007169, GO:0005938, GO:0005887, GO:0051117, GO:0005080, GO:0032456, GO:0005068, GO:0016323, GO:0015914
DRYU1_DN2882_c2_g1_i2.p1	GO:0005856, GO:0005737, GO:0042802, GO:0007129, GO:0005634, GO:0051321, GO:0035974, GO:0030989, GO:0032118
DRYU1_DN944_c0_g1_i2.p1	GO:0007131, GO:0005515, GO:0000794, GO:0051321, GO:0042138
DRYU1_DN18589_c0_g1_i1.p1	GO:0000812, GO:0042393, GO:0005737, GO:0005634, GO:0035267, GO:0006281, GO:0006357, GO:0006338, GO:0016573
DRYU1_DN4599_c0_g1_i1.p1	GO:0032259, GO:0005737, GO:0047150, GO:0008270, GO:0006579, GO:0009086
DRYU1_DN11089_c0_g1_i1.p1	GO:0034090, GO:0051301, GO:0000940, GO:0030437, GO:0005694, GO:0000776, GO:0045144, GO:0005634, GO:0034237, GO:0034087, GO:0000775, GO:0034089, GO:0008608, GO:0051321, GO:0071459
DRYU1_DN24593_c0_g1_i2.p1	GO:0051321, GO:0045504, GO:0005739
DRYU1_DN14335_c0_g1_i1.p1	GO:0005737, GO:0042277, GO:0070006, GO:0070062, GO:0006508, GO:0008270, GO:0043171
DRYU1_DN2635_c0_g1_i1.p1	GO:0016936, GO:0006813, GO:0005739
DRYU1_DN9020_c0_g2_i1.p1	GO:0046872, GO:0030430, GO:0019083, GO:0000428
DRYU1_DN31015_c0_g1_i1.p1	GO:0043161, GO:0005856, GO:0043130, GO:0005737
DRYU1_DN29646_c0_g1_i1.p1	GO:0075732, GO:0046718, GO:0019028, GO:0042025, GO:0003677, GO:0044196
DRYU1_DN22646_c0_g1_i1.p1	GO:0034220, GO:0050877, GO:0030594, GO:0005230, GO:0043005, GO:0007268, GO:0005887, GO:0005886, GO:0004888, GO:0045202, GO:0042391, GO:0007165, GO:0045211
DRYU1_DN5911_c2_g1_i1.p1	GO:0016567, GO:0005576, GO:0031625
DRYU1_DN18728_c0_g1_i1.p1	GO:0005737, GO:0000981, GO:0005634, GO:0006952, GO:0048731, GO:0007259, GO:0006357, GO:0042127, GO:0000978
DRYU1_DN9826_c0_g4_i2.p1	GO:0019677, GO:0005737, GO:0005634, GO:0005654, GO:0061809, GO:0050135, GO:0034052, GO:0007165, GO:0052542
DRYU1_DN8415_c0_g1_i1.p1	GO:0005524, GO:0005737, GO:0006914, GO:0004674, GO:0006468
DRYU1_DN33506_c0_g1_i1.p1	GO:0016021, GO:0005886, GO:0007186, GO:0004930
DRYU1_DN25458_c0_g1_i1.p1	GO:0008028, GO:0016021, GO:0015293, GO:0010923, GO:0016020, GO:0015226
DRYU1_DN26096_c0_g1_i1.p1	GO:0044877, GO:0005737, GO:0005515, GO:1903863, GO:0009792, GO:1990846, GO:0043495
DRYU1_DN18265_c0_g1_i2.p1	GO:0016021, GO:0008645, GO:0015149, GO:0005886
DRYU1_DN1622_c0_g1_i1.p1	GO:0032141, GO:0005739, GO:0003684, GO:0035487, GO:0005634, GO:0008301, GO:0006281, GO:0035486, GO:0032136, GO:0035488
DRYU1_DN8925_c0_g1_i5.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN28869_c0_g1_i2.p1	GO:0035821, GO:0034220, GO:0005216, GO:0016021, GO:0051259, GO:0039520, GO:0016020, GO:0090729, GO:0039707
DRYU1_DN6044_c0_g1_i1.p1	GO:0044167, GO:0044165, GO:0044177, GO:0039722, GO:0030683, GO:0016021, GO:0016020, GO:0044178, GO:0005112
DRYU1_DN33962_c0_g1_i1.p1	GO:0034090, GO:1900182, GO:0005634, GO:0008157, GO:0000793, GO:1900181, GO:0034089
DRYU1_DN555_c0_g1_i1.p1	GO:0005765, GO:0044841, GO:0019904, GO:0005737, GO:0016021, GO:0045335, GO:0031902, GO:0005886, GO:0019899, GO:0072594
DRYU1_DN34386_c0_g1_i1.p1	GO:0005856, GO:0051301, GO:0005829, GO:0000070, GO:0005694, GO:0005737, GO:0034506, GO:0098654, GO:0005654, GO:0000775, GO:0005515, GO:0005816, GO:0007049
DRYU1_DN10837_c0_g1_i1.p1	GO:0042688, GO:0048100, GO:0005886, GO:0016324, GO:0007436, GO:0030718, GO:0007219, GO:0007476, GO:0008587, GO:0043208, GO:0005509, GO:0014009, GO:0030673, GO:0005112, GO:0016021, GO:0035214, GO:0036011, GO:0009986, GO:0046331, GO:0035167, GO:0048018, GO:0007480, GO:0016330, GO:0045179, GO:0035204, GO:0035017, GO:0048749
DRYU1_DN598_c0_g1_i1.p1	GO:0005856, GO:0050709, GO:0005737, GO:0005634, GO:0035869, GO:0008289, GO:0036064, GO:0030425, GO:0060271
DRYU1_DN24813_c0_g1_i1.p1	GO:0048689, GO:0043025, GO:0030424, GO:0106310, GO:0048841, GO:0004712, GO:0005929, GO:0005737, GO:0050807, GO:0046872, GO:0038066, GO:0046777, GO:0005524, GO:0004709, GO:0048677, GO:0030425, GO:0045202, GO:0007399, GO:1905868, GO:0048691, GO:0031625, GO:0031103
DRYU1_DN246_c0_g1_i2.p1	GO:0015629, GO:0005737, GO:0043025, GO:0004198, GO:0005509, GO:0006508
DRYU1_DN6066_c0_g1_i1.p2	GO:0000276, GO:0005739, GO:0044877, GO:1902600, GO:0005743, GO:0000274, GO:0042776, GO:0046933, GO:0005753, GO:1901653
DRYU1_DN12327_c0_g1_i2.p1	GO:0004712, GO:0005737, GO:0005524, GO:0004674, GO:0016324, GO:0004713, GO:0106310, GO:0016323, GO:0018108
DRYU1_DN6986_c0_g1_i2.p1	GO:0042802, GO:0005634, GO:0005654, GO:0003690, GO:0140297, GO:0000122, GO:0040029
DRYU1_DN27948_c0_g1_i1.p1	GO:0006937, GO:0016021, GO:0031201, GO:0006887, GO:0000149, GO:0005484, GO:0016081, GO:0006836, GO:0005886, GO:0006886, GO:0048787, GO:0008021, GO:2000294, GO:0012505, GO:0031629
DRYU1_DN7958_c0_g1_i4.p1	GO:0046872, GO:0005886, GO:0005544, GO:0071277
DRYU1_DN8533_c0_g2_i2.p1	GO:0004712, GO:0019069, GO:0005524, GO:0005634, GO:0004674, GO:0006468, GO:0106310
DRYU1_DN18493_c0_g1_i1.p1	GO:0005739, GO:0004823, GO:0106074, GO:0032543, GO:0005737, GO:0002161, GO:0003729, GO:0005759, GO:0000372, GO:0006429, GO:0005524
DRYU1_DN33900_c0_g1_i1.p1	GO:0005576, GO:0050832, GO:0031640, GO:0005515
DRYU1_DN8693_c0_g1_i10.p1	GO:0005814, GO:0005856, GO:0005737, GO:0008585, GO:0005515, GO:0120103
DRYU1_DN2494_c0_g1_i8.p1	GO:0008219, GO:0006897, GO:0005576, GO:0016021, GO:0042802, GO:0005041, GO:0007159, GO:0010629, GO:0042542, GO:0005886, GO:0006954, GO:0042157, GO:0030246, GO:0043235, GO:0045121, GO:0002376
DRYU1_DN18591_c0_g1_i1.p1	GO:0030683, GO:0016021, GO:0046776, GO:0005515, GO:0016567, GO:0016020
DRYU1_DN34478_c0_g1_i1.p1	GO:0005576, GO:0004181, GO:0006508, GO:0005615, GO:0008270
DRYU1_DN5625_c0_g1_i1.p1	GO:0030683, GO:0016021, GO:0005654, GO:0005515, GO:0016020, GO:0039503
DRYU1_DN9463_c0_g2_i1.p1	GO:0005829, GO:0007193, GO:0040013, GO:0005634, GO:0030431, GO:0106072, GO:0045202, GO:0004115, GO:0046872, GO:0006198, GO:0048471
DRYU1_DN492_c0_g1_i1.p1	GO:0044716, GO:0046712, GO:0044717, GO:0046067, GO:0046057, GO:0000287, GO:0044715, GO:0016529
DRYU1_DN180_c0_g1_i1.p1	GO:0051087, GO:0048680, GO:1905146, GO:0060266, GO:0002282, GO:0035988, GO:0005886, GO:0060041, GO:0050821, GO:0005794, GO:0010595, GO:0061351, GO:1900426, GO:0005615, GO:0001835, GO:0007041, GO:0043525, GO:0005770, GO:0043524, GO:0106016, GO:0005125, GO:0007566, GO:1903334, GO:0007040, GO:1902564, GO:0005783, GO:1905247, GO:0035641, GO:0051346, GO:1903979, GO:0045766, GO:0048488, GO:0007165, GO:1905673, GO:0060999, GO:0005576, GO:0005765, GO:0032355, GO:0050679, GO:0005802, GO:0005764, GO:0007042, GO:0002265, GO:0098793, GO:0060179
DRYU1_DN21662_c0_g1_i1.p1	GO:0031047, GO:0005856, GO:0005829, GO:0031048, GO:0005737, GO:0031508, GO:0005634, GO:0005515, GO:0005816
DRYU1_DN18381_c0_g1_i1.p1	GO:0005730, GO:0005524, GO:0005634, GO:0003724, GO:0016887, GO:0006364, GO:0042254, GO:0003723
DRYU1_DN2515_c0_g1_i1.p1	GO:0060820, GO:0010452, GO:0000785, GO:0030849, GO:0006355, GO:0005634, GO:0018992, GO:0046975, GO:0000805, GO:0046872, GO:0000228
DRYU1_DN22930_c0_g1_i1.p1	GO:0005576, GO:0030683, GO:0039502, GO:0060333, GO:0004896
DRYU1_DN3600_c0_g1_i1.p1	GO:0005576, GO:0005628, GO:0030435, GO:0005515, GO:0009277, GO:0070583, GO:0031225, GO:0051321
DRYU1_DN11996_c0_g1_i1.p1	GO:0001660, GO:0001819, GO:0005125, GO:0006955, GO:0005634, GO:0046688, GO:0051781, GO:0005149, GO:0007165, GO:0034605, GO:0005507
DRYU1_DN4927_c0_g1_i1.p1	GO:0005829, GO:0005737, GO:0030998, GO:0005634, GO:0007131, GO:0005515, GO:0051321, GO:0042138, GO:0007059
DRYU1_DN24500_c0_g1_i1.p1	GO:0016021, GO:0055088, GO:0005515, GO:0005783, GO:0016020
DRYU1_DN4668_c0_g1_i2.p1	GO:0072659, GO:0016254, GO:0016021, GO:0005789, GO:0005783, GO:0032216, GO:0006506
DRYU1_DN5201_c0_g1_i1.p1	GO:0010121, GO:0030170, GO:0005737, GO:0050155, GO:0042802, GO:0004587, GO:0006591, GO:0055129, GO:0019544
DRYU1_DN34624_c0_g1_i1.p1	GO:0051056, GO:0043547, GO:0045179, GO:0005515, GO:0034260, GO:0005886, GO:0030833, GO:0008284, GO:0030054, GO:0005096, GO:0007165
DRYU1_DN10574_c0_g1_i1.p1	GO:0016773, GO:0005739, GO:0005975
DRYU1_DN24722_c0_g1_i1.p1	GO:0016538, GO:0005829, GO:0051301, GO:0005737, GO:0005634, GO:0031625, GO:1901993, GO:0051321, GO:1905263, GO:0007059
DRYU1_DN30803_c0_g1_i1.p1	GO:0000981, GO:0005634, GO:0006357, GO:0046872, GO:0000978
DRYU1_DN28690_c0_g1_i1.p1	GO:0016021, GO:0009399, GO:0016020, GO:0005515
DRYU1_DN509_c0_g1_i1.p1	GO:0004712, GO:0035556, GO:0005829, GO:0004698, GO:0000935, GO:0005737, GO:0018105, GO:0005634, GO:0008289, GO:0005524, GO:0005515, GO:0008360, GO:0090334, GO:0120105, GO:0046872, GO:0106310, GO:0032153, GO:0004699
DRYU1_DN16434_c0_g1_i2.p1	GO:0005856, GO:0072686, GO:0005829, GO:0005737, GO:0005634, GO:0090375, GO:0016602, GO:0003714, GO:0006879, GO:0000922
DRYU1_DN28159_c0_g1_i1.p1	GO:0030447, GO:0033644, GO:0016021, GO:0008320, GO:0005515, GO:0031204, GO:0042025, GO:0030430, GO:0016020
DRYU1_DN33911_c0_g1_i1.p1	GO:0005737, GO:0000776, GO:0005515, GO:0007052, GO:0034599
DRYU1_DN13493_c0_g1_i1.p1	GO:0035672, GO:0007229, GO:0005886, GO:0007156, GO:0005887, GO:0005654, GO:0016342, GO:0005509, GO:0048536, GO:0045296, GO:0016339, GO:0033626, GO:0030054, GO:0009986, GO:0016323, GO:0002314, GO:0005427, GO:0002456, GO:0005178, GO:0002315
DRYU1_DN24470_c0_g1_i1.p1	GO:0005886, GO:0005544, GO:0071277
DRYU1_DN34422_c0_g1_i1.p1	GO:1902475, GO:0015807, GO:0005887, GO:0005886, GO:0015293, GO:0035725, GO:0015179, GO:0046872
DRYU1_DN15904_c0_g1_i1.p1	GO:0030154, GO:0044877, GO:0035556, GO:0004712, GO:0005524, GO:0035092, GO:0018105, GO:0005634, GO:0004674, GO:0005515, GO:0000287, GO:0106310, GO:0007283
DRYU1_DN1324_c0_g1_i2.p1	GO:0005576, GO:0071855, GO:0045187, GO:0007218, GO:1900034
DRYU1_DN24627_c0_g1_i1.p1	GO:0006511, GO:0043123, GO:0005737, GO:0005634, GO:0070628, GO:0034612, GO:0070842, GO:0034341, GO:0016567, GO:1901990, GO:0043011, GO:0005654, GO:0043065, GO:0001650, GO:0005515, GO:0016235
DRYU1_DN3890_c0_g1_i3.p1	GO:0008374, GO:0016021, GO:0051604, GO:0005783, GO:0005789
DRYU1_DN15277_c1_g1_i1.p1	GO:0030683, GO:0005515, GO:0039547, GO:0030430, GO:0039644, GO:0039503
DRYU1_DN10994_c0_g1_i1.p1	GO:0005737, GO:0042575, GO:0071897, GO:0003887, GO:0003676, GO:0008270, GO:0019899, GO:0015074
DRYU1_DN26633_c0_g1_i1.p1	GO:0005524, GO:0009570, GO:0016887, GO:0045037, GO:0009507
DRYU1_DN598_c0_g2_i1.p1	GO:0005856, GO:0051301, GO:0032120, GO:0005628, GO:0005737, GO:0030435, GO:0030476, GO:0005515, GO:0005816, GO:0000001, GO:0051321, GO:0070056
DRYU1_DN6057_c0_g2_i1.p1	GO:0000774, GO:0005737, GO:0005515, GO:0006417
DRYU1_DN6090_c0_g1_i7.p1	GO:0005634, GO:0003677, GO:0006310, GO:0015074
DRYU1_DN7315_c0_g1_i1.p1	GO:0004712, GO:0007169, GO:0005524, GO:0005887, GO:0033674, GO:0016020, GO:0004714, GO:0043235, GO:0018108
DRYU1_DN132_c0_g2_i5.p1	GO:0009926, GO:0016021, GO:0009734, GO:0016020, GO:0009826, GO:0008270
DRYU1_DN8739_c0_g1_i7.p1	GO:0043565, GO:0005667, GO:0005634, GO:0016575, GO:0045892, GO:0003714, GO:0000118, GO:0006357, GO:0046872
DRYU1_DN190_c1_g1_i1.p1	GO:0009308, GO:0030183, GO:0005769, GO:0035094, GO:0007160, GO:0002102, GO:0005794, GO:0060384, GO:0060326, GO:0005615, GO:0034113, GO:0071065, GO:0010212, GO:0005902, GO:0140039, GO:0045177, GO:0005887, GO:0007157, GO:0060945, GO:0042383, GO:0002526, GO:0035924, GO:0010043, GO:0050901, GO:0030175, GO:0005783, GO:0007584, GO:0009897, GO:0070062, GO:0009986, GO:1904646, GO:0035584, GO:0002544, GO:0001666, GO:0071356, GO:0005178, GO:0045471, GO:0022614, GO:0007568, GO:0032496, GO:0042102, GO:0008131
DRYU1_DN5498_c0_g1_i3.p1	GO:0000785, GO:0000082, GO:0051301, GO:0005737, GO:0030907, GO:0005634, GO:0009303, GO:0045892, GO:0033309, GO:0071931, GO:0045944, GO:0005515, GO:0001228, GO:0000978, GO:0007049
DRYU1_DN18060_c0_g2_i1.p1	GO:0032433, GO:0048678, GO:0032426, GO:0005737, GO:0005515, GO:0032420
DRYU1_DN27590_c0_g1_i2.p1	GO:0015031, GO:0006888, GO:0016021, GO:0050185, GO:0005783, GO:0006505, GO:1902953, GO:0005789
DRYU1_DN31407_c0_g1_i1.p1	GO:0051959, GO:0008569, GO:0007368, GO:0007507, GO:0030317, GO:0005737, GO:0051649, GO:0097729, GO:0036158, GO:0005856, GO:0003351, GO:0005524, GO:0060271, GO:0005576, GO:0005930, GO:0021670, GO:0005874, GO:0036157, GO:0045505
DRYU1_DN34477_c0_g1_i1.p1	GO:0007169, GO:0005524, GO:0005887, GO:0005886, GO:0033674, GO:0045138, GO:0004714, GO:0043235, GO:0018108
DRYU1_DN14298_c0_g1_i1.p1	GO:0050795, GO:0016021, GO:0043005, GO:0007610, GO:0005886, GO:0045202, GO:0042310, GO:0098664, GO:0004993, GO:0006939, GO:0007507
DRYU1_DN14796_c0_g1_i1.p1	GO:0005829, GO:0051301, GO:0000070, GO:0005694, GO:0005874, GO:0005634, GO:0000776, GO:0051382, GO:0005515, GO:0000775, GO:0031511, GO:0003677, GO:0007049
DRYU1_DN7120_c0_g1_i5.p1	GO:0004712, GO:0005856, GO:0005737, GO:0005694, GO:0000776, GO:0005634, GO:0005524, GO:0004674, GO:0006468, GO:0005819, GO:0000775, GO:0106310, GO:0007049, GO:0007059
DRYU1_DN6222_c0_g1_i1.p1	GO:0007155, GO:0016021, GO:0030515, GO:0016328, GO:0005886, GO:0016324
DRYU1_DN7933_c0_g1_i2.p1	GO:1990426, GO:0005829, GO:0005737, GO:0005634, GO:0006334, GO:0005515, GO:0006335, GO:0033186, GO:0043596
DRYU1_DN9765_c0_g1_i1.p1	GO:0004527, GO:0001882, GO:0071897, GO:0000166, GO:0003887, GO:0090305, GO:0042025, GO:0003677, GO:0006260, GO:0039693
DRYU1_DN736_c0_g1_i3.p1	GO:0097400, GO:0070534, GO:0043123, GO:0005737, GO:0033209, GO:0046330, GO:0048255, GO:0006915, GO:0008284, GO:0051092, GO:0023019, GO:0008270, GO:0042981
DRYU1_DN1895_c0_g1_i2.p1	GO:0097153, GO:0005829, GO:0005737, GO:0008656, GO:0006919, GO:0050829, GO:0016485, GO:0006915, GO:0048935, GO:0005515, GO:0045087, GO:0043069, GO:0002230, GO:0006964, GO:0007291, GO:0045089, GO:0061057
DRYU1_DN5258_c0_g1_i1.p1	GO:0034220, GO:0035235, GO:0016021, GO:0005886, GO:0045202, GO:0004970, GO:0045211
DRYU1_DN9287_c0_g1_i3.p1	GO:0034220, GO:0035235, GO:0016021, GO:1904315, GO:0120169, GO:0060078, GO:0050804, GO:0035249, GO:0005886, GO:0045202, GO:0004970, GO:0045211, GO:0050965
DRYU1_DN32457_c0_g1_i2.p1	GO:0035821, GO:0034220, GO:0005739, GO:0005216, GO:0051259, GO:0039520, GO:0090729, GO:0039707
DRYU1_DN519_c0_g1_i3.p1	GO:0005634, GO:0071013, GO:0003682, GO:0010468, GO:0000398
DRYU1_DN29237_c0_g1_i1.p1	GO:0003785, GO:0005856, GO:0008289, GO:0005938, GO:0042989
DRYU1_DN2469_c0_g1_i2.p1	GO:0009411, GO:0005829, GO:0005737, GO:0005694, GO:0008340, GO:0005634, GO:0051879, GO:0042162, GO:0000781, GO:0000077, GO:0010165, GO:0050821, GO:0007004, GO:0070209
DRYU1_DN4331_c0_g1_i1.p1	GO:0005739, GO:0044281, GO:0003973, GO:0047545
DRYU1_DN8682_c0_g1_i1.p1	GO:0016021, GO:0004725, GO:0006470, GO:0016020
DRYU1_DN30004_c0_g1_i1.p1	GO:0048018, GO:0060252, GO:1903977, GO:0045742, GO:0005886, GO:0007157, GO:0031225, GO:0005615, GO:0035633, GO:0007165
DRYU1_DN8487_c0_g1_i1.p1	GO:0016021, GO:0020037, GO:0016020, GO:0051321, GO:0015232
DRYU1_DN29282_c0_g1_i1.p1	GO:0010650, GO:0016021, GO:0099106, GO:0005886, GO:0009410
DRYU1_DN5236_c0_g2_i1.p1	GO:0003964, GO:0004519, GO:0090305, GO:0030430, GO:0042025, GO:0006278
DRYU1_DN2905_c0_g1_i7.p1	GO:0042709, GO:0005739, GO:0004775, GO:0005525, GO:0004776, GO:0005737, GO:0005524, GO:0006104, GO:0006099, GO:0000287
DRYU1_DN4556_c0_g1_i1.p1	GO:0005739, GO:0005762, GO:0003735, GO:0005840, GO:0006412
DRYU1_DN10909_c0_g1_i1.p1	GO:0005934, GO:0005737, GO:0046782, GO:0005634, GO:0005515, GO:0039695, GO:0046872, GO:0005789
DRYU1_DN17196_c0_g1_i2.p1	GO:0016907, GO:0043408, GO:0007268, GO:0007187, GO:0005886, GO:0005887, GO:0004969, GO:0045202, GO:0030425, GO:0098664, GO:0006954, GO:0007197, GO:0004993, GO:0007204
DRYU1_DN3814_c0_g1_i4.p1	GO:0005737, GO:0090158, GO:0008270, GO:0007165, GO:0061817
DRYU1_DN4340_c0_g1_i1.p1	GO:0034220, GO:0005737, GO:0016021, GO:0022857, GO:0016020
DRYU1_DN4587_c0_g3_i1.p1	GO:0015031, GO:0002165, GO:0051301, GO:0005737, GO:0005524, GO:0043162, GO:0031902, GO:0016887, GO:0043621, GO:0051259, GO:0030496, GO:0007552, GO:0005768, GO:0007049, GO:0005774, GO:0140545
DRYU1_DN21289_c0_g1_i1.p1	GO:0050790, GO:0005092, GO:0005856, GO:0051301, GO:0072686, GO:0005938, GO:0000022, GO:0001965, GO:0007097, GO:0040001, GO:0005818, GO:0007049, GO:0008277
DRYU1_DN15249_c0_g1_i1.p1	GO:0030683, GO:0016021, GO:0005102, GO:0005509, GO:0016020
DRYU1_DN19005_c0_g1_i1.p1	GO:0000981, GO:0005634, GO:0046983, GO:0051149, GO:0000977, GO:0006357, GO:0008406, GO:0007506, GO:0007517
